mal_id,score,scored_by,rank,popularity,members,favorites,snapshot_date
509,5.5,581002,8648,10001,741554,9634,2026-08-03
510,8.26,424654,5481,6390,529093,8267,2026-08-03
511,5.56,168300,4980,11904,181579,27715,2026-08-03
512,6.91,471034,5554,3869,628251,38125,2026-08-03
513,4.18,396511,9542,3155,669965,23686,2026-08-03
514,6.28,225717,9159,8503,460635,25882,2026-08-03
515,7.06,530854,8409,8670,598503,7747,2026-08-03
516,7.12,388038,6087,4996,540866,24550,2026-08-03
517,6.37,297752,2005,8971,411778,22859,2026-08-03
518,7.85,139760,7358,2441,213385,21323,2026-08-03
519,5.0,465120,407,9372,611544,20250,2026-08-03
520,4.98,527554,4505,3372,538339,16085,2026-08-03
521,6.55,458745,4214,1492,554383,7523,2026-08-03
522,6.41,177909,959,4883,209796,25565,2026-08-03
523,7.85,127342,8334,8265,155541,25244,2026-08-03
524,7.04,245594,9089,10676,256357,8239,2026-08-03
525,6.91,391938,6943,9096,676284,29615,2026-08-03
526,9.11,287078,8362,4610,419616,2990,2026-08-03
527,7.72,584010,5614,10407,731526,17138,2026-08-03
528,7.75,140721,2844,6770,142794,36434,2026-08-03
529,6.55,32950,5865,6337,267350,11622,2026-08-03
530,6.72,375702,3624,3839,477109,32372,2026-08-03
531,4.95,206111,8198,8094,414774,11182,2026-08-03
532,7.58,598086,379,11354,718605,34936,2026-08-03
533,7.14,454059,5923,8475,668379,2858,2026-08-03
534,6.03,27104,2695,5395,146398,20378,2026-08-03
535,7.42,351041,5584,892,483327,21872,2026-08-03
536,9.22,396227,7241,898,561475,19767,2026-08-03
537,6.41,55238,6736,3820,210859,39303,2026-08-03
538,5.84,27733,1683,202,266799,39015,2026-08-03
539,5.46,505283,992,2092,739394,20435,2026-08-03
540,5.33,305702,3890,8309,500075,36674,2026-08-03
541,7.08,358643,5426,9477,458919,37109,2026-08-03
542,6.82,234358,7877,5432,356087,24645,2026-08-03
543,6.89,375771,7216,3186,392508,38393,2026-08-03
544,7.85,183250,353,2885,362412,17166,2026-08-03
545,8.83,220949,2808,8634,381894,28434,2026-08-03
546,7.18,392935,9623,3099,560633,35102,2026-08-03
547,7.8,513243,1063,2744,623943,33342,2026-08-03
548,4.07,497271,3597,3326,638956,29637,2026-08-03
549,7.09,392779,4835,7283,527225,34011,2026-08-03
550,5.7,522211,7237,3831,689421,17417,2026-08-03
551,7.03,239304,8947,3282,291898,21883,2026-08-03
552,6.32,570008,5680,6617,707918,26601,2026-08-03
553,6.44,220569,7560,5582,470311,5637,2026-08-03
554,7.39,135080,3695,6868,296287,27909,2026-08-03
555,6.91,161656,3346,6401,335802,4185,2026-08-03
556,7.91,34116,6323,4651,291290,13503,2026-08-03
557,7.65,544219,2573,1815,551010,8473,2026-08-03
558,7.45,498342,3326,8233,582589,30088,2026-08-03
559,6.11,259330,7581,9440,536030,2571,2026-08-03
560,7.75,435714,6303,10799,567332,12032,2026-08-03
561,4.88,564358,6739,9058,718392,7954,2026-08-03
562,7.18,47303,5631,6543,290611,12750,2026-08-03
563,7.45,143610,1353,8986,316110,15888,2026-08-03
564,6.43,410335,4477,2515,499653,28888,2026-08-03
565,8.11,50575,859,9801,325711,315,2026-08-03
566,7.77,15767,1583,10881,193513,11012,2026-08-03
567,7.43,199254,3808,3503,308844,6949,2026-08-03
568,6.98,292483,4941,9812,486934,32750,2026-08-03
569,7.55,139888,7900,1107,314976,21971,2026-08-03
570,8.64,130582,1301,982,293507,9024,2026-08-03
571,7.05,40248,4557,5203,166062,2605,2026-08-03
572,6.9,260901,5270,3008,378525,29000,2026-08-03
573,7.15,132160,8314,1281,181268,27944,2026-08-03
574,7.17,299714,5892,6525,535737,24764,2026-08-03
575,7.55,21273,9752,8802,222246,10023,2026-08-03
576,7.61,162740,6629,6813,263158,25873,2026-08-03
577,7.74,404019,5712,8350,701560,32032,2026-08-03
578,8.77,30128,2415,4167,108661,16224,2026-08-03
579,7.23,403517,2717,6994,613008,16582,2026-08-03
580,5.55,361622,6521,11453,437444,20201,2026-08-03
581,5.36,302846,2201,3245,529787,31891,2026-08-03
582,6.8,201705,2722,1308,338680,19220,2026-08-03
583,4.8,31607,1001,4360,155699,483,2026-08-03
584,4.22,279249,7037,5515,535014,24309,2026-08-03
585,4.85,60522,7487,11442,248183,26342,2026-08-03
586,5.77,498782,5279,273,769745,23616,2026-08-03
587,7.92,449202,9948,3197,699827,9392,2026-08-03
588,8.01,567431,1466,1729,694732,28511,2026-08-03
589,6.45,270643,8061,1482,521362,21820,2026-08-03
590,7.95,245203,1825,1461,363408,22307,2026-08-03
591,6.55,2260,6942,5238,166208,23932,2026-08-03
592,7.37,311742,9855,4644,427510,9569,2026-08-03
593,6.03,502015,5459,2502,616106,13812,2026-08-03
594,7.35,23113,7757,5707,311392,25658,2026-08-03
595,6.46,575130,887,11626,782580,19937,2026-08-03
596,7.3,205659,2419,6170,211447,28001,2026-08-03
597,8.72,123547,6620,4015,394783,2237,2026-08-03
598,6.74,94464,191,1967,338562,7653,2026-08-03
599,4.9,503290,7933,10562,647800,28430,2026-08-03
600,8.45,194371,8502,9581,407880,35332,2026-08-03
601,5.74,582167,9423,3379,817645,10575,2026-08-03
602,5.94,180438,8511,4808,403238,35012,2026-08-03
603,9.5,535892,602,3082,646908,9294,2026-08-03
604,6.43,443014,2676,6555,482999,29898,2026-08-03
605,7.25,282986,2515,5184,384978,28428,2026-08-03
606,7.87,69663,2398,3699,243341,17943,2026-08-03
607,7.68,552549,8667,5717,714269,37506,2026-08-03
608,6.04,189948,9705,2091,371918,16987,2026-08-03
609,8.47,388631,7192,5800,520237,30724,2026-08-03
610,6.49,321009,1303,1257,535139,15741,2026-08-03
611,6.45,11714,8157,8438,235003,34901,2026-08-03
612,7.96,560780,7351,2762,742691,34319,2026-08-03
613,6.85,370953,6116,1856,398642,22158,2026-08-03
614,6.69,228526,8000,943,389339,23324,2026-08-03
615,5.38,195700,8062,3237,407499,5563,2026-08-03
616,6.9,494063,2985,8789,702344,17670,2026-08-03
617,5.97,208605,6465,6899,267625,21716,2026-08-03
618,5.52,134124,1798,1768,305458,1396,2026-08-03
619,6.89,359260,7868,4743,585528,18505,2026-08-03
620,6.69,276831,1689,11488,407515,32930,2026-08-03
621,7.33,40730,3271,1490,185312,3349,2026-08-03
622,6.45,448318,4597,5752,476400,27408,2026-08-03
623,6.98,55162,9938,1651,224793,28249,2026-08-03
624,8.19,137137,9649,8665,311787,39640,2026-08-03
625,6.92,137323,7304,1617,201423,4917,2026-08-03
626,7.6,265292,1924,7146,560074,4447,2026-08-03
627,7.62,304226,6513,8111,329052,34905,2026-08-03
628,6.71,168275,7462,8255,283468,34421,2026-08-03
629,7.5,179920,641,10480,298323,9718,2026-08-03
630,6.74,364840,2190,6691,559360,19336,2026-08-03
631,6.79,293776,6259,10713,387436,16875,2026-08-03
632,5.31,415173,2431,7849,497773,6150,2026-08-03
633,5.22,296244,9959,3078,308278,4561,2026-08-03
634,5.05,12861,223,10560,66148,2876,2026-08-03
635,6.5,14652,1393,3315,20578,9134,2026-08-03
636,8.39,570519,8924,4862,636046,6731,2026-08-03
637,7.38,238186,4700,3701,463127,25224,2026-08-03
638,5.85,124599,7023,8692,314601,21954,2026-08-03
639,7.99,365808,1252,36,421293,9751,2026-08-03
640,4.34,292503,6309,5778,369350,20936,2026-08-03
641,5.49,258353,8746,8071,460252,34906,2026-08-03
642,7.13,230488,282,5938,277232,36603,2026-08-03
643,4.82,309512,3453,3680,551888,3671,2026-08-03
644,7.83,111659,2407,5985,151335,9268,2026-08-03
645,6.57,493084,6743,11839,567543,22117,2026-08-03
646,6.81,11895,4228,9373,220717,32900,2026-08-03
647,5.5,222655,3010,9164,433581,39664,2026-08-03
648,7.32,204689,9883,5497,347204,1848,2026-08-03
649,5.3,12010,531,3938,175077,17650,2026-08-03
650,6.83,525014,5831,2123,628189,6391,2026-08-03
651,4.02,401173,2642,2483,652233,30360,2026-08-03
652,8.3,541880,4766,5904,817233,28249,2026-08-03
653,9.2,594938,5072,8965,856783,5722,2026-08-03
654,6.6,94063,7754,4195,132357,28979,2026-08-03
655,7.83,135749,1368,11178,367869,27089,2026-08-03
656,7.23,588541,6158,2593,593705,37374,2026-08-03
657,5.15,366387,1407,2954,611641,7110,2026-08-03
658,5.98,223464,8931,2552,474140,30809,2026-08-03
659,8.05,451502,6930,4422,700704,16529,2026-08-03
660,7.65,440610,881,1515,716744,28094,2026-08-03
661,5.94,168994,9190,9784,398994,13022,2026-08-03
662,8.84,524206,8532,11834,691094,250,2026-08-03
663,5.25,197272,6186,3542,418565,22822,2026-08-03
664,7.83,131304,5771,8888,393992,27918,2026-08-03
665,6.01,171058,7168,10390,456622,18572,2026-08-03
666,7.27,571694,4750,6892,624966,13895,2026-08-03
667,6.59,486983,8316,4647,704479,17548,2026-08-03
668,8.72,544672,9106,6413,712118,12636,2026-08-03
669,7.12,334078,2070,8262,606280,7767,2026-08-03
670,6.97,160983,6266,415,176567,8565,2026-08-03
671,6.83,203744,848,4506,485456,5447,2026-08-03
672,7.5,189901,6403,1650,239542,32190,2026-08-03
673,7.36,440804,2946,4895,638545,674,2026-08-03
674,6.71,547593,378,8487,682024,33547,2026-08-03
675,6.74,145795,4484,7891,262013,13067,2026-08-03
676,9.15,262741,1686,9563,354421,38517,2026-08-03
677,5.98,285370,3273,9293,453486,23138,2026-08-03
678,6.24,556767,5287,7036,742449,12194,2026-08-03
679,8.78,330227,5389,3503,395349,30508,2026-08-03
680,6.29,292054,7131,5207,332283,20989,2026-08-03
681,6.71,288245,9854,5356,510094,38752,2026-08-03
682,7.1,5372,8741,8643,248473,2573,2026-08-03
683,5.39,316119,1307,9117,461127,20534,2026-08-03
684,7.27,235396,7139,3709,261474,11163,2026-08-03
685,6.6,55540,1230,4321,192691,21592,2026-08-03
686,6.54,433870,7831,10835,669111,32129,2026-08-03
687,7.36,370657,1279,1232,664479,32424,2026-08-03
688,7.1,110112,7439,10737,289605,10102,2026-08-03
689,6.16,538906,6932,2691,646347,20139,2026-08-03
690,6.9,557173,1378,5807,795487,28287,2026-08-03
691,7.04,103064,4817,3104,129824,26400,2026-08-03
692,6.8,121283,1079,8719,150142,6631,2026-08-03
693,7.33,179837,9770,4719,287569,213,2026-08-03
694,6.63,196944,7776,7012,372089,21902,2026-08-03
695,7.18,369749,7743,1793,619172,2970,2026-08-03
696,8.41,352483,4217,10870,590784,31892,2026-08-03
697,7.97,508382,6723,3609,568501,9292,2026-08-03
698,6.77,396629,2867,4347,454216,22871,2026-08-03
699,6.08,455015,1806,137,694580,32707,2026-08-03
700,6.4,309543,9717,2023,318717,3496,2026-08-03
701,6.83,52826,9188,2541,185649,5646,2026-08-03
702,7.04,372358,4281,4949,503763,39137,2026-08-03
703,8.02,209697,4998,1403,341779,19496,2026-08-03
704,5.13,528788,6890,6722,717251,30240,2026-08-03
705,6.52,537587,6434,2064,734204,26417,2026-08-03
706,5.11,593410,9579,11050,846837,33487,2026-08-03
707,5.66,162793,3289,1880,321547,4410,2026-08-03
708,7.15,530874,6629,7926,764561,12071,2026-08-03
709,8.0,23209,8381,11463,121101,35837,2026-08-03
710,6.63,113049,459,4644,357299,29965,2026-08-03
711,7.87,466570,7510,4537,489921,607,2026-08-03
712,7.09,591003,4964,6455,769889,4480,2026-08-03
713,7.36,340318,737,484,523820,10441,2026-08-03
714,8.79,248611,1055,1015,304887,16425,2026-08-03
715,6.57,31390,2183,10444,123651,37613,2026-08-03
716,6.74,554703,1577,3335,656521,2188,2026-08-03
717,5.63,194805,7762,8206,472710,23085,2026-08-03
718,7.8,133870,3778,844,406056,39429,2026-08-03
719,5.78,375790,9427,3956,412416,33941,2026-08-03
720,4.38,276331,3286,5482,293048,3902,2026-08-03
721,7.25,518030,1160,6820,557256,39210,2026-08-03
722,8.08,367771,907,432,595009,12866,2026-08-03
723,7.09,448067,6025,5764,737186,12700,2026-08-03
724,6.13,562764,4095,932,861585,5030,2026-08-03
725,6.38,256608,2006,10758,410916,5043,2026-08-03
726,6.2,578690,8871,8249,733140,6850,2026-08-03
727,4.25,144292,6102,11877,418443,9313,2026-08-03
728,7.25,403338,6291,8116,561840,1245,2026-08-03
729,6.05,452525,8873,5699,732704,1713,2026-08-03
730,5.74,60393,7595,6945,118650,37536,2026-08-03
731,7.27,294835,9357,6466,439695,2540,2026-08-03
732,6.23,277866,146,7643,372600,2435,2026-08-03
733,8.32,578735,4525,4253,744375,32445,2026-08-03
734,7.03,531833,3735,997,763681,16987,2026-08-03
735,7.0,114966,1269,3883,156587,13382,2026-08-03
736,5.9,351758,511,2627,566739,24147,2026-08-03
737,8.52,222252,6207,9547,387409,2146,2026-08-03
738,5.36,575363,843,9947,795557,30964,2026-08-03
739,6.77,255380,1891,11356,446153,15807,2026-08-03
740,5.94,471277,4014,6679,691875,38332,2026-08-03
741,5.57,156107,2733,1980,416210,27445,2026-08-03
742,7.46,77061,5806,2089,147465,26376,2026-08-03
743,6.9,113506,6700,10336,138223,29485,2026-08-03
744,7.97,388340,8335,11838,627118,38550,2026-08-03
745,5.9,543324,5289,6293,819676,20888,2026-08-03
746,5.37,330138,4717,4487,383287,31902,2026-08-03
747,6.63,243428,8335,2767,390509,1802,2026-08-03
748,7.56,599410,4833,1796,824020,7870,2026-08-03
749,9.31,122619,1219,5360,309070,10281,2026-08-03
750,5.92,40720,9146,10832,268934,2345,2026-08-03
751,4.65,205683,8139,4631,345769,8647,2026-08-03
752,6.1,187267,6231,10339,208616,38276,2026-08-03
753,6.53,509122,7881,4841,767139,6336,2026-08-03
754,6.19,334897,2099,7926,395422,32068,2026-08-03
755,7.11,429373,5204,6738,462251,25659,2026-08-03
756,6.58,469880,3379,10245,685739,7239,2026-08-03
757,6.55,95136,807,8498,270874,13802,2026-08-03
758,6.64,392541,592,329,567343,34518,2026-08-03
759,7.43,259822,6566,2150,278531,17704,2026-08-03
760,7.52,159723,9924,5115,210822,21225,2026-08-03
761,5.49,494799,6658,9192,693235,18265,2026-08-03
762,8.58,114065,3803,7326,352184,24246,2026-08-03
763,6.24,588630,4096,1375,678368,9272,2026-08-03
764,6.42,158428,4394,11312,178569,13721,2026-08-03
765,7.73,539920,1270,6156,831798,8351,2026-08-03
766,7.17,445287,8964,6851,705906,26185,2026-08-03
767,6.41,284776,2719,2319,559706,19028,2026-08-03
768,7.69,497389,7709,1099,503538,377,2026-08-03
769,8.3,64576,9162,3704,311306,22617,2026-08-03
770,6.27,423357,9710,2498,557919,6758,2026-08-03
771,8.25,548189,7757,3430,749963,11026,2026-08-03
772,7.94,339544,7729,5360,381327,19838,2026-08-03
773,8.73,332869,4551,11655,612101,9374,2026-08-03
774,8.09,187159,5669,11936,201421,27802,2026-08-03
775,5.86,464055,5086,5382,654318,6177,2026-08-03
776,6.6,46550,499,11765,180214,30864,2026-08-03
777,8.04,387984,2899,2157,404102,5437,2026-08-03
778,7.93,204114,2773,9615,213856,24012,2026-08-03
779,7.59,155179,4515,9971,295973,13030,2026-08-03
780,7.71,90777,2991,11953,388623,5673,2026-08-03
781,7.63,228592,3131,2175,425953,20358,2026-08-03
782,7.25,209402,1515,8027,303259,23285,2026-08-03
783,6.05,404915,7109,5684,487548,18929,2026-08-03
784,6.97,121398,9615,5292,393470,24407,2026-08-03
785,7.64,442378,5866,5019,692674,10675,2026-08-03
786,5.78,255921,6573,4919,389342,2639,2026-08-03
787,7.24,172493,2287,2129,442035,21843,2026-08-03
788,6.82,155155,3025,3870,261225,13334,2026-08-03
789,6.84,167569,3482,7739,349297,24670,2026-08-03
790,6.85,343501,1175,5684,492976,32011,2026-08-03
791,6.21,526314,3770,2263,528148,32774,2026-08-03
792,6.28,158570,4277,6910,308973,11774,2026-08-03
793,7.26,106830,9416,8307,319890,25175,2026-08-03
794,5.19,122091,5490,8766,359162,23921,2026-08-03
795,7.62,7794,7455,7126,185539,3191,2026-08-03
796,8.21,387735,8893,4379,521026,11723,2026-08-03
797,7.26,117608,2872,1378,305906,35070,2026-08-03
798,8.45,256458,5351,6108,531953,2519,2026-08-03
799,6.5,23970,1908,3140,121402,37424,2026-08-03
800,6.11,458670,6532,2970,603737,18682,2026-08-03
801,6.46,280525,3627,3684,523977,1194,2026-08-03
802,5.85,441703,206,5619,615063,22331,2026-08-03
803,6.02,178771,9361,1288,384275,31895,2026-08-03
804,5.62,163973,384,4652,252389,36476,2026-08-03
805,7.17,415473,2607,6572,530927,36059,2026-08-03
806,5.69,333711,6619,8108,598063,30413,2026-08-03
807,5.61,302917,2823,11197,305666,6453,2026-08-03
808,5.8,84916,9328,10249,300231,30937,2026-08-03
809,5.97,202908,7737,11679,288517,13103,2026-08-03
810,6.0,465704,5428,2610,593520,16057,2026-08-03
811,7.0,426585,6834,4261,700092,35225,2026-08-03
812,6.92,536909,2392,4301,768619,38008,2026-08-03
813,5.76,506533,1214,7508,617678,32225,2026-08-03
814,6.76,37980,3622,6077,112391,36942,2026-08-03
815,7.68,461729,9953,4790,617330,25190,2026-08-03
816,6.32,272522,2792,5640,464447,10225,2026-08-03
817,8.18,505968,1061,5610,598921,14744,2026-08-03
818,7.22,597567,539,6529,604963,6487,2026-08-03
819,8.02,468828,2994,11301,766943,16072,2026-08-03
820,7.4,67261,3729,3997,137754,38392,2026-08-03
821,7.19,77103,7800,3235,181086,6555,2026-08-03
822,8.24,204761,4436,8071,444969,11579,2026-08-03
823,5.55,289160,2985,7989,584424,437,2026-08-03
824,5.88,192028,5034,8222,294527,20023,2026-08-03
825,8.2,599245,2815,2588,681298,39995,2026-08-03
826,4.67,318866,5799,5167,514267,29482,2026-08-03
827,7.18,371289,3314,3418,445652,16782,2026-08-03
828,5.12,225922,1220,3984,490609,10523,2026-08-03
829,6.16,393735,8813,6054,425834,28722,2026-08-03
830,7.81,313872,5372,9384,419726,35831,2026-08-03
831,4.8,329712,5264,7674,520100,14931,2026-08-03
832,6.8,125480,8658,988,341846,33581,2026-08-03
833,6.56,296876,1510,9148,472858,7371,2026-08-03
834,6.0,473710,9425,5568,554509,29766,2026-08-03
835,7.17,338544,5352,8723,563493,30009,2026-08-03
836,6.62,559833,5366,5167,581517,15090,2026-08-03
837,7.27,373105,417,7274,388416,13679,2026-08-03
838,7.37,542085,8014,9910,606892,23497,2026-08-03
839,7.18,533947,6882,6559,593663,6567,2026-08-03
840,8.16,409115,2306,4080,657244,11633,2026-08-03
841,7.6,220518,6869,2825,375178,11455,2026-08-03
842,5.86,391811,5433,467,531842,30844,2026-08-03
843,6.81,105478,1087,1842,114310,31184,2026-08-03
844,4.47,269838,1580,7829,338050,32306,2026-08-03
845,7.15,86681,3707,4107,137377,12109,2026-08-03
846,5.37,36387,235,2343,239253,2245,2026-08-03
847,7.56,425862,7207,1931,663894,18314,2026-08-03
848,5.95,359506,417,8902,632649,8282,2026-08-03
849,5.4,322444,2992,6514,560718,33492,2026-08-03
850,6.75,159643,5942,8839,455755,15111,2026-08-03
851,5.46,237748,4562,802,318466,26281,2026-08-03
852,6.83,264037,6724,2299,556413,9433,2026-08-03
853,6.79,439863,1156,3708,645859,18112,2026-08-03
854,5.26,343876,1682,10299,350522,39229,2026-08-03
855,7.37,358459,7644,6979,502119,38347,2026-08-03
856,5.62,380660,929,10454,508166,6903,2026-08-03
857,5.9,374486,9598,8110,419050,14518,2026-08-03
858,7.36,544676,1616,9432,746261,6230,2026-08-03
859,5.89,42301,8565,611,225388,26138,2026-08-03
860,7.27,432664,5637,5774,448540,16308,2026-08-03
861,6.63,276457,6576,5711,361653,11285,2026-08-03
862,7.04,95325,3051,6271,309220,13258,2026-08-03
863,6.35,17201,9183,4854,76648,36704,2026-08-03
864,6.22,424792,5797,6501,563873,8728,2026-08-03
865,4.43,43253,8102,3678,173177,14360,2026-08-03
866,6.81,507248,3049,8497,738384,38079,2026-08-03
867,7.03,382721,2204,5271,506774,16190,2026-08-03
868,5.81,581487,7175,8146,699908,38745,2026-08-03
869,8.2,60841,5807,1072,244085,18103,2026-08-03
870,5.49,319960,8842,11163,494254,38471,2026-08-03
871,7.21,74962,3189,4077,109321,39431,2026-08-03
872,6.56,423658,5625,2999,627793,6292,2026-08-03
873,7.23,194031,1337,5566,331610,29614,2026-08-03
874,7.79,177198,6304,5018,179104,1822,2026-08-03
875,7.19,229481,6131,9405,411490,11605,2026-08-03
876,8.13,126625,2956,9669,291027,33989,2026-08-03
877,7.13,575099,4035,5992,779966,9275,2026-08-03
878,9.5,504260,9225,9423,557049,34870,2026-08-03
879,7.93,447528,391,8049,660465,6846,2026-08-03
880,8.75,197715,5139,786,245474,35025,2026-08-03
881,7.5,455376,6076,11160,722910,2940,2026-08-03
882,7.02,16850,78,3939,41565,21686,2026-08-03
883,7.52,149051,9348,11636,279116,20309,2026-08-03
884,7.19,512432,7359,2112,646299,14622,2026-08-03
885,6.2,563522,6525,4667,736162,35154,2026-08-03
886,5.58,133789,1826,3747,406488,2502,2026-08-03
887,6.36,457625,9782,673,653084,33015,2026-08-03
888,7.33,184555,6227,2509,369117,19133,2026-08-03
889,6.15,460690,8660,4716,474959,36503,2026-08-03
890,6.59,178669,3829,97,348309,24993,2026-08-03
891,6.78,37404,7806,9364,333913,25310,2026-08-03
892,4.96,477585,2366,4700,729786,11436,2026-08-03
893,9.5,314923,8872,3719,391411,26370,2026-08-03
894,4.21,486532,8683,3374,678142,16132,2026-08-03
895,7.6,428537,7705,1781,626048,35584,2026-08-03
896,5.81,189574,9297,10929,422823,11304,2026-08-03
897,7.68,258133,1591,1071,327581,5629,2026-08-03
898,7.74,158418,5170,9560,271097,29279,2026-08-03
899,6.37,171687,9203,9050,390363,30783,2026-08-03
900,7.06,399954,9604,11275,648844,23759,2026-08-03
901,6.98,388439,6450,2450,425557,7282,2026-08-03
902,9.1,438530,8412,4592,528166,34117,2026-08-03
903,7.03,322031,4471,10760,460978,30031,2026-08-03
904,5.96,209840,4429,11418,457318,24595,2026-08-03
905,6.38,579715,7371,11007,681851,5567,2026-08-03
906,6.83,68614,1236,159,150357,891,2026-08-03
907,7.49,111473,1330,3041,176424,6019,2026-08-03
908,7.65,555546,8116,9920,657544,12203,2026-08-03
909,7.26,7120,8881,9428,49831,12418,2026-08-03
910,5.15,311632,6989,4112,528786,22604,2026-08-03
911,8.09,66332,7047,1310,326289,29234,2026-08-03
912,4.61,597350,7872,6070,735942,32758,2026-08-03
913,5.09,179337,5315,6607,202723,30394,2026-08-03
914,8.16,400487,2831,2475,479807,38868,2026-08-03
915,5.42,284548,2594,4973,462398,36010,2026-08-03
916,5.18,371034,4741,2318,427614,15420,2026-08-03
917,6.93,326200,4619,5589,552118,24478,2026-08-03
918,8.38,328218,5425,11442,578877,12748,2026-08-03
919,6.23,512821,1567,6294,809151,9732,2026-08-03
920,6.25,290127,4041,3660,366143,210,2026-08-03
921,7.26,562861,993,3194,668749,34318,2026-08-03
922,6.76,27011,2419,7319,43121,25046,2026-08-03
923,7.41,475854,278,2031,626151,3445,2026-08-03
924,5.71,415251,4636,5309,509573,37078,2026-08-03
925,5.65,159432,5904,5851,214042,22171,2026-08-03
926,5.24,415725,7349,2607,497981,7562,2026-08-03
927,6.56,236974,2501,2256,488947,32816,2026-08-03
928,6.92,435594,590,3422,724968,15050,2026-08-03
929,5.53,416974,4611,4353,529531,36465,2026-08-03
930,6.4,125456,8386,6647,276078,13418,2026-08-03
931,7.56,216069,3512,9720,322001,19891,2026-08-03
932,8.43,227837,2965,5472,496800,13533,2026-08-03
933,5.45,504000,1758,5,799036,2054,2026-08-03
934,6.21,56638,6109,1247,250602,18358,2026-08-03
935,6.53,149228,498,7808,287971,11451,2026-08-03
936,7.79,585023,2512,3531,729224,4280,2026-08-03
937,5.74,432958,1033,4602,525720,18462,2026-08-03
938,6.06,46766,775,4695,343051,23867,2026-08-03
939,4.94,578290,2851,9507,862807,26341,2026-08-03
940,4.45,91144,7645,7386,224893,35347,2026-08-03
941,8.34,358745,6494,1340,642971,27468,2026-08-03
942,8.29,173202,6117,8986,293101,25894,2026-08-03
943,6.15,476190,1767,8114,558822,9470,2026-08-03
944,5.05,200784,3393,3043,214107,4685,2026-08-03
945,4.73,315298,7021,10146,496217,38655,2026-08-03
946,6.13,402896,8034,448,686496,24911,2026-08-03
947,4.72,87494,5528,3955,217148,39568,2026-08-03
948,6.67,135120,2970,7589,150923,18015,2026-08-03
949,6.88,308141,1797,11253,394466,10154,2026-08-03
950,7.47,357089,1903,1664,616747,10786,2026-08-03
951,6.99,451359,8905,1743,463126,27444,2026-08-03
952,7.97,498180,396,2655,709590,5670,2026-08-03
953,5.67,195021,3317,2415,412686,19693,2026-08-03
954,6.93,279303,3993,7871,558447,14005,2026-08-03
955,6.28,568202,2383,1115,606383,31315,2026-08-03
956,8.71,426632,454,3156,458917,24499,2026-08-03
957,6.01,534799,1230,7091,748938,39319,2026-08-03
958,7.28,42389,5595,4973,237124,35090,2026-08-03
959,6.41,353949,4395,4445,402652,18946,2026-08-03
960,7.51,351771,6945,10973,624180,12353,2026-08-03
961,6.68,545877,4048,3371,637796,39209,2026-08-03
962,6.2,76050,1091,3096,209451,16709,2026-08-03
963,6.66,53970,7163,6339,279211,20532,2026-08-03
964,7.31,575634,6935,3357,857244,2627,2026-08-03
965,6.07,252871,5793,3873,374713,9952,2026-08-03
966,4.76,96106,6659,3621,238521,15871,2026-08-03
967,4.98,250869,3497,3805,413608,6587,2026-08-03
968,8.65,215593,340,8177,474290,33273,2026-08-03
969,7.07,396509,5788,6638,485789,17976,2026-08-03
970,7.56,68337,6242,336,306444,32185,2026-08-03
971,6.47,384902,9593,10568,522143,33903,2026-08-03
972,7.22,580178,2442,4804,607426,9292,2026-08-03
973,6.56,70522,2883,4723,193060,35919,2026-08-03
974,6.7,106941,9068,6045,248997,11735,2026-08-03
975,6.4,538677,2212,2737,550539,3178,2026-08-03
976,5.62,115713,6184,2227,246849,47,2026-08-03
977,7.08,545398,8577,6680,731962,10947,2026-08-03
978,8.91,121648,392,5154,338871,31940,2026-08-03
979,6.73,147138,3721,7194,306458,16585,2026-08-03
980,8.7,257784,5744,7621,335087,25343,2026-08-03
981,8.84,71546,2719,182,257348,6648,2026-08-03
982,6.56,423508,5351,4669,599641,24125,2026-08-03
983,6.77,575108,5410,10824,873038,28836,2026-08-03
984,6.14,231435,3187,6855,254398,37319,2026-08-03
985,6.21,69945,3590,7673,156609,10863,2026-08-03
986,6.65,492204,5350,8630,628514,10207,2026-08-03
987,5.75,344594,9695,4921,612370,16894,2026-08-03
988,6.18,103886,6552,6870,389159,37140,2026-08-03
989,6.94,505047,7081,2524,540818,27156,2026-08-03
990,7.73,416097,3986,10004,529309,10816,2026-08-03
991,5.92,86582,1513,11426,130736,9964,2026-08-03
992,5.91,42893,9550,1350,130516,2599,2026-08-03
993,7.92,306084,1065,7575,582905,39735,2026-08-03
994,6.57,355608,8338,5021,441965,19254,2026-08-03
995,7.88,221274,1302,963,348460,38524,2026-08-03
996,6.65,349390,6716,2009,518136,36193,2026-08-03
997,5.92,69764,3057,8153,96408,30386,2026-08-03
998,8.57,193398,7978,5482,198298,9720,2026-08-03
999,6.32,189781,5911,11656,409865,22486,2026-08-03
1000,7.04,530011,646,7454,674375,38740,2026-08-03
1001,7.76,66348,9682,3652,316131,29453,2026-08-03
1002,7.49,278756,7361,3916,282002,26026,2026-08-03
1003,6.32,17637,9506,3497,281699,35012,2026-08-03
1004,6.7,450863,339,1630,493636,8521,2026-08-03
1005,6.65,214507,8886,11331,301441,35968,2026-08-03
1006,8.53,283669,1990,8200,378501,35045,2026-08-03
1007,7.56,97000,4101,11884,283199,1204,2026-08-03
1008,7.34,502443,1697,8396,687668,26385,2026-08-03
1009,5.55,70650,5280,10528,190532,24184,2026-08-03
