mal_id,title,title_english,type,source,episodes,status,score,scored_by,rank,popularity,members,favorites,synopsis,genres,studios,anime_key,valid_from,valid_to,is_current
545,Tales of Valhalla,Tales of Valhalla,ONA,Light novel,26,Currently Airing,8.83,220949,2808,8634,381894,28434,An epic thriller adventure featuring Tales of Valhalla.,"[{""mal_id"": 1, ""name"": ""Thriller""}, {""mal_id"": 2, ""name"": ""Josei""}]","[{""mal_id"": 1, ""name"": ""wit Studio""}]",537,2026-01-01,,1
546,Reborn in Horizon,Reborn in Horizon,Special,Visual novel,24,Finished Airing,7.18,392935,9623,3099,560633,35102,An epic parody adventure featuring Reborn in Horizon.,"[{""mal_id"": 1, ""name"": ""Parody""}, {""mal_id"": 2, ""name"": ""Vampire""}]","[{""mal_id"": 1, ""name"": ""Kyoto Animation""}]",538,2026-01-01,,1
547,Infinite Starlight,Infinite Starlight,TV,Novel,100,Not yet aired,7.8,513243,1063,2744,623943,33342,An epic romance adventure featuring Infinite Starlight.,"[{""mal_id"": 1, ""name"": ""Romance""}, {""mal_id"": 2, ""name"": ""Adventure""}, {""mal_id"": 3, ""name"": ""Josei""}]","[{""mal_id"": 1, ""name"": ""Production I.G""}, {""mal_id"": 2, ""name"": ""Kinema Citrus""}]",539,2026-01-01,,1
548,Zero Specter,Zero Specter,Special,Visual novel,1,Finished Airing,4.07,497271,3597,3326,638956,29637,An epic isekai adventure featuring Zero Specter.,"[{""mal_id"": 1, ""name"": ""Isekai""}, {""mal_id"": 2, ""name"": ""Music""}, {""mal_id"": 3, ""name"": ""Horror""}, {""mal_id"": 4, ""name"": ""Sports""}]","[{""mal_id"": 1, ""name"": ""Kinema Citrus""}, {""mal_id"": 2, ""name"": ""P.A. Works""}]",540,2026-01-01,,1
549,Echoes of Frontier,Echoes of Frontier,Special,Manga,13,Finished Airing,7.09,392779,4835,7283,527225,34011,An epic slice of life adventure featuring Echoes of Frontier.,"[{""mal_id"": 1, ""name"": ""Slice of Life""}, {""mal_id"": 2, ""name"": ""Mecha""}]","[{""mal_id"": 1, ""name"": ""Silver Link.""}, {""mal_id"": 2, ""name"": ""J.C.Staff""}]",541,2026-01-01,,1
550,Eternal Phantom,Eternal Phantom,OVA,Visual novel,1,Finished Airing,5.7,522211,7237,3831,689421,17417,An epic music adventure featuring Eternal Phantom.,"[{""mal_id"": 1, ""name"": ""Music""}]","[{""mal_id"": 1, ""name"": ""TMS Entertainment""}, {""mal_id"": 2, ""name"": ""Studio Ghibli""}]",542,2026-01-01,,1
551,Reborn in Specter,Reborn in Specter,TV,Manga,26,Finished Airing,7.03,239304,8947,3282,291898,21883,An epic slice of life adventure featuring Reborn in Specter.,"[{""mal_id"": 1, ""name"": ""Slice of Life""}]","[{""mal_id"": 1, ""name"": ""A-1 Pictures""}]",543,2026-01-01,,1
552,Fate of Titan,Fate of Titan,TV,Novel,25,Currently Airing,6.32,570008,5680,6617,707918,26601,An epic slice of life adventure featuring Fate of Titan.,"[{""mal_id"": 1, ""name"": ""Slice of Life""}, {""mal_id"": 2, ""name"": ""Ecchi""}, {""mal_id"": 3, ""name"": ""Historical""}]","[{""mal_id"": 1, ""name"": ""Kyoto Animation""}, {""mal_id"": 2, ""name"": ""P.A. Works""}]",544,2026-01-01,,1
553,Chronicles of Paradox,Chronicles of Paradox,Movie,Web manga,100,Not yet aired,6.44,220569,7560,5582,470311,5637,An epic military adventure featuring Chronicles of Paradox.,"[{""mal_id"": 1, ""name"": ""Military""}, {""mal_id"": 2, ""name"": ""Thriller""}]","[{""mal_id"": 1, ""name"": ""Bones""}]",545,2026-01-01,,1
554,Cyber Destiny,Cyber Destiny,TV,Visual novel,26,Currently Airing,7.39,135080,3695,6868,296287,27909,An epic harem adventure featuring Cyber Destiny.,"[{""mal_id"": 1, ""name"": ""Harem""}, {""mal_id"": 2, ""name"": ""Space""}, {""mal_id"": 3, ""name"": ""Mecha""}, {""mal_id"": 4, ""name"": ""Mystery""}]","[{""mal_id"": 1, ""name"": ""Studio Ghibli""}, {""mal_id"": 2, ""name"": ""Trigger""}]",546,2026-01-01,,1
555,Zero Vanguard,Zero Vanguard,Special,Game,50,Currently Airing,6.91,161656,3346,6401,335802,4185,An epic shounen adventure featuring Zero Vanguard.,"[{""mal_id"": 1, ""name"": ""Shounen""}, {""mal_id"": 2, ""name"": ""Action""}, {""mal_id"": 3, ""name"": ""Martial Arts""}]","[{""mal_id"": 1, ""name"": ""Production I.G""}]",547,2026-01-01,,1
556,Zero Destiny,Zero Destiny,TV,Light novel,24,Finished Airing,7.91,34116,6323,4651,291290,13503,An epic drama adventure featuring Zero Destiny.,"[{""mal_id"": 1, ""name"": ""Drama""}, {""mal_id"": 2, ""name"": ""Sports""}, {""mal_id"": 3, ""name"": ""Shounen""}, {""mal_id"": 4, ""name"": ""Music""}]","[{""mal_id"": 1, ""name"": ""Toei Animation""}, {""mal_id"": 2, ""name"": ""J.C.Staff""}]",548,2026-01-01,,1
557,Echoes of Vanguard,Echoes of Vanguard,Movie,Original,50,Currently Airing,7.65,544219,2573,1815,551010,8473,An epic music adventure featuring Echoes of Vanguard.,"[{""mal_id"": 1, ""name"": ""Music""}]","[{""mal_id"": 1, ""name"": ""Ufotable""}]",549,2026-01-01,,1
558,Saga of Paradox,Saga of Paradox,Special,Web manga,25,Not yet aired,7.45,498342,3326,8233,582589,30088,An epic thriller adventure featuring Saga of Paradox.,"[{""mal_id"": 1, ""name"": ""Thriller""}]","[{""mal_id"": 1, ""name"": ""Production I.G""}]",550,2026-01-01,,1
559,Kingdom of Destiny,Kingdom of Destiny,OVA,Web manga,100,Currently Airing,6.11,259330,7581,9440,536030,2571,An epic fantasy adventure featuring Kingdom of Destiny.,"[{""mal_id"": 1, ""name"": ""Fantasy""}]","[{""mal_id"": 1, ""name"": ""Toei Animation""}, {""mal_id"": 2, ""name"": ""CloverWorks""}]",551,2026-01-01,,1
560,Reborn in Vanguard,Reborn in Vanguard,Movie,Web manga,50,Currently Airing,7.75,435714,6303,10799,567332,12032,An epic supernatural adventure featuring Reborn in Vanguard.,"[{""mal_id"": 1, ""name"": ""Supernatural""}, {""mal_id"": 2, ""name"": ""Space""}, {""mal_id"": 3, ""name"": ""Historical""}, {""mal_id"": 4, ""name"": ""Martial Arts""}]","[{""mal_id"": 1, ""name"": ""CloverWorks""}, {""mal_id"": 2, ""name"": ""Doga Kobo""}]",552,2026-01-01,,1
561,Tales of Frontier,Tales of Frontier,TV,Game,24,Currently Airing,4.88,564358,6739,9058,718392,7954,An epic romance adventure featuring Tales of Frontier.,"[{""mal_id"": 1, ""name"": ""Romance""}]","[{""mal_id"": 1, ""name"": ""A-1 Pictures""}]",553,2026-01-01,,1
562,Eternal Eclipse,Eternal Eclipse,TV,Manga,100,Currently Airing,7.18,47303,5631,6543,290611,12750,An epic isekai adventure featuring Eternal Eclipse.,"[{""mal_id"": 1, ""name"": ""Isekai""}]","[{""mal_id"": 1, ""name"": ""TMS Entertainment""}, {""mal_id"": 2, ""name"": ""Studio Ghibli""}]",554,2026-01-01,,1
563,Zero Aether,Zero Aether,ONA,Visual novel,100,Finished Airing,7.45,143610,1353,8986,316110,15888,An epic sci-fi adventure featuring Zero Aether.,"[{""mal_id"": 1, ""name"": ""Sci-Fi""}]","[{""mal_id"": 1, ""name"": ""P.A. Works""}]",555,2026-01-01,,1
564,Overlord Starlight,Overlord Starlight,TV,Game,1,Not yet aired,6.43,410335,4477,2515,499653,28888,An epic historical adventure featuring Overlord Starlight.,"[{""mal_id"": 1, ""name"": ""Historical""}, {""mal_id"": 2, ""name"": ""Sci-Fi""}, {""mal_id"": 3, ""name"": ""Horror""}, {""mal_id"": 4, ""name"": ""Action""}]","[{""mal_id"": 1, ""name"": ""J.C.Staff""}]",556,2026-01-01,,1
565,Eternal Genesis,Eternal Genesis,TV,Visual novel,25,Currently Airing,8.11,50575,859,9801,325711,315,An epic space adventure featuring Eternal Genesis.,"[{""mal_id"": 1, ""name"": ""Space""}, {""mal_id"": 2, ""name"": ""Adventure""}]","[{""mal_id"": 1, ""name"": ""Studio Ghibli""}]",557,2026-01-01,,1
566,Legend of Frontier,Legend of Frontier,Movie,Game,12,Finished Airing,7.77,15767,1583,10881,193513,11012,An epic vampire adventure featuring Legend of Frontier.,"[{""mal_id"": 1, ""name"": ""Vampire""}, {""mal_id"": 2, ""name"": ""Romance""}]","[{""mal_id"": 1, ""name"": ""Bones""}, {""mal_id"": 2, ""name"": ""Kyoto Animation""}]",558,2026-01-01,,1
567,Shadow of Aether,Shadow of Aether,Special,Visual novel,50,Finished Airing,7.43,199254,3808,3503,308844,6949,An epic isekai adventure featuring Shadow of Aether.,"[{""mal_id"": 1, ""name"": ""Isekai""}, {""mal_id"": 2, ""name"": ""Drama""}, {""mal_id"": 3, ""name"": ""Historical""}, {""mal_id"": 4, ""name"": ""Sports""}]","[{""mal_id"": 1, ""name"": ""Trigger""}, {""mal_id"": 2, ""name"": ""White Fox""}]",559,2026-01-01,,1
568,Eternal Titan,Eternal Titan,TV,Manga,24,Currently Airing,6.98,292483,4941,9812,486934,32750,An epic action adventure featuring Eternal Titan.,"[{""mal_id"": 1, ""name"": ""Action""}, {""mal_id"": 2, ""name"": ""Thriller""}]","[{""mal_id"": 1, ""name"": ""Sunrise""}, {""mal_id"": 2, ""name"": ""CloverWorks""}]",560,2026-01-01,,1
569,Tales of Genesis,Tales of Genesis,Movie,Game,26,Not yet aired,7.55,139888,7900,1107,314976,21971,An epic drama adventure featuring Tales of Genesis.,"[{""mal_id"": 1, ""name"": ""Drama""}, {""mal_id"": 2, ""name"": ""Shojo""}, {""mal_id"": 3, ""name"": ""Sports""}]","[{""mal_id"": 1, ""name"": ""Lerche""}, {""mal_id"": 2, ""name"": ""P.A. Works""}]",561,2026-01-01,,1
570,Chronicles of Apex,Chronicles of Apex,Movie,Game,50,Finished Airing,8.64,130582,1301,982,293507,9024,An epic isekai adventure featuring Chronicles of Apex.,"[{""mal_id"": 1, ""name"": ""Isekai""}, {""mal_id"": 2, ""name"": ""Josei""}, {""mal_id"": 3, ""name"": ""Ecchi""}, {""mal_id"": 4, ""name"": ""Romance""}]","[{""mal_id"": 1, ""name"": ""Bones""}]",562,2026-01-01,,1
571,Eternal Paradox,Eternal Paradox,Special,Visual novel,26,Finished Airing,7.05,40248,4557,5203,166062,2605,An epic mystery adventure featuring Eternal Paradox.,"[{""mal_id"": 1, ""name"": ""Mystery""}, {""mal_id"": 2, ""name"": ""Fantasy""}, {""mal_id"": 3, ""name"": ""Thriller""}]","[{""mal_id"": 1, ""name"": ""White Fox""}]",563,2026-01-01,,1
572,Saga of Vanguard,Saga of Vanguard,Special,Novel,50,Not yet aired,6.9,260901,5270,3008,378525,29000,An epic romance adventure featuring Saga of Vanguard.,"[{""mal_id"": 1, ""name"": ""Romance""}]","[{""mal_id"": 1, ""name"": ""wit Studio""}, {""mal_id"": 2, ""name"": ""Bones""}]",564,2026-01-01,,1
573,Chronicles of Eclipse,Chronicles of Eclipse,Movie,Web manga,24,Finished Airing,7.15,132160,8314,1281,181268,27944,An epic comedy adventure featuring Chronicles of Eclipse.,"[{""mal_id"": 1, ""name"": ""Comedy""}, {""mal_id"": 2, ""name"": ""Mystery""}, {""mal_id"": 3, ""name"": ""Adventure""}, {""mal_id"": 4, ""name"": ""Josei""}]","[{""mal_id"": 1, ""name"": ""Kyoto Animation""}]",565,2026-01-01,,1
574,Overlord Vanguard,Overlord Vanguard,Movie,Original,100,Finished Airing,7.17,299714,5892,6525,535737,24764,An epic ecchi adventure featuring Overlord Vanguard.,"[{""mal_id"": 1, ""name"": ""Ecchi""}, {""mal_id"": 2, ""name"": ""Mystery""}]","[{""mal_id"": 1, ""name"": ""TMS Entertainment""}]",566,2026-01-01,,1
575,Shadow of Paradox,Shadow of Paradox,ONA,Novel,12,Currently Airing,7.55,21273,9752,8802,222246,10023,An epic mecha adventure featuring Shadow of Paradox.,"[{""mal_id"": 1, ""name"": ""Mecha""}, {""mal_id"": 2, ""name"": ""Isekai""}, {""mal_id"": 3, ""name"": ""Shojo""}, {""mal_id"": 4, ""name"": ""Ecchi""}]","[{""mal_id"": 1, ""name"": ""Production I.G""}, {""mal_id"": 2, ""name"": ""Shaft""}]",567,2026-01-01,,1
576,Shadow of Abyss,Shadow of Abyss,TV,Manga,26,Currently Airing,7.61,162740,6629,6813,263158,25873,An epic music adventure featuring Shadow of Abyss.,"[{""mal_id"": 1, ""name"": ""Music""}, {""mal_id"": 2, ""name"": ""Slice of Life""}, {""mal_id"": 3, ""name"": ""Thriller""}, {""mal_id"": 4, ""name"": ""Seinen""}]","[{""mal_id"": 1, ""name"": ""Toei Animation""}, {""mal_id"": 2, ""name"": ""wit Studio""}]",568,2026-01-01,,1
577,Eternal Frontier,Eternal Frontier,Movie,Light novel,50,Currently Airing,7.74,404019,5712,8350,701560,32032,An epic slice of life adventure featuring Eternal Frontier.,"[{""mal_id"": 1, ""name"": ""Slice of Life""}, {""mal_id"": 2, ""name"": ""Josei""}, {""mal_id"": 3, ""name"": ""Shounen""}, {""mal_id"": 4, ""name"": ""Comedy""}]","[{""mal_id"": 1, ""name"": ""Madhouse""}, {""mal_id"": 2, ""name"": ""Studio Pierrot""}]",569,2026-01-01,,1
578,Eternal Aether,Eternal Aether,OVA,Web manga,100,Not yet aired,8.77,30128,2415,4167,108661,16224,An epic vampire adventure featuring Eternal Aether.,"[{""mal_id"": 1, ""name"": ""Vampire""}, {""mal_id"": 2, ""name"": ""Mecha""}, {""mal_id"": 3, ""name"": ""Ecchi""}, {""mal_id"": 4, ""name"": ""Romance""}]","[{""mal_id"": 1, ""name"": ""Shaft""}]",570,2026-01-01,,1
579,Shadow of Valhalla,Shadow of Valhalla,Special,Manga,24,Currently Airing,7.23,403517,2717,6994,613008,16582,An epic harem adventure featuring Shadow of Valhalla.,"[{""mal_id"": 1, ""name"": ""Harem""}]","[{""mal_id"": 1, ""name"": ""White Fox""}]",571,2026-01-01,,1
580,Infinite Frontier,Infinite Frontier,OVA,Game,24,Not yet aired,5.55,361622,6521,11453,437444,20201,An epic ecchi adventure featuring Infinite Frontier.,"[{""mal_id"": 1, ""name"": ""Ecchi""}, {""mal_id"": 2, ""name"": ""Mecha""}, {""mal_id"": 3, ""name"": ""Harem""}]","[{""mal_id"": 1, ""name"": ""Studio Pierrot""}]",572,2026-01-01,,1
581,Chronicles of Genesis,Chronicles of Genesis,Movie,Light novel,26,Finished Airing,5.36,302846,2201,3245,529787,31891,An epic action adventure featuring Chronicles of Genesis.,"[{""mal_id"": 1, ""name"": ""Action""}, {""mal_id"": 2, ""name"": ""Drama""}, {""mal_id"": 3, ""name"": ""Comedy""}, {""mal_id"": 4, ""name"": ""Harem""}]","[{""mal_id"": 1, ""name"": ""Kinema Citrus""}, {""mal_id"": 2, ""name"": ""TMS Entertainment""}]",573,2026-01-01,,1
582,Shadow of Horizon,Shadow of Horizon,ONA,Visual novel,12,Not yet aired,6.8,201705,2722,1308,338680,19220,An epic shounen adventure featuring Shadow of Horizon.,"[{""mal_id"": 1, ""name"": ""Shounen""}, {""mal_id"": 2, ""name"": ""Historical""}, {""mal_id"": 3, ""name"": ""Mystery""}, {""mal_id"": 4, ""name"": ""Horror""}]","[{""mal_id"": 1, ""name"": ""Madhouse""}]",574,2026-01-01,,1
583,Reborn in Frontier,Reborn in Frontier,ONA,Visual novel,12,Finished Airing,4.8,31607,1001,4360,155699,483,An epic sci-fi adventure featuring Reborn in Frontier.,"[{""mal_id"": 1, ""name"": ""Sci-Fi""}]","[{""mal_id"": 1, ""name"": ""wit Studio""}]",575,2026-01-01,,1
584,Legend of Horizon,Legend of Horizon,ONA,Novel,26,Not yet aired,4.22,279249,7037,5515,535014,24309,An epic isekai adventure featuring Legend of Horizon.,"[{""mal_id"": 1, ""name"": ""Isekai""}, {""mal_id"": 2, ""name"": ""Martial Arts""}]","[{""mal_id"": 1, ""name"": ""CloverWorks""}]",576,2026-01-01,,1
585,Cyber Titan,Cyber Titan,OVA,Novel,12,Finished Airing,4.85,60522,7487,11442,248183,26342,An epic supernatural adventure featuring Cyber Titan.,"[{""mal_id"": 1, ""name"": ""Supernatural""}, {""mal_id"": 2, ""name"": ""Cyberpunk""}]","[{""mal_id"": 1, ""name"": ""CloverWorks""}, {""mal_id"": 2, ""name"": ""Doga Kobo""}]",577,2026-01-01,,1
586,Rise of Valhalla,Rise of Valhalla,ONA,Game,24,Finished Airing,5.77,498782,5279,273,769745,23616,An epic military adventure featuring Rise of Valhalla.,"[{""mal_id"": 1, ""name"": ""Military""}]","[{""mal_id"": 1, ""name"": ""P.A. Works""}, {""mal_id"": 2, ""name"": ""Bones""}]",578,2026-01-01,,1
587,Legend of Titan,Legend of Titan,TV,Game,50,Currently Airing,7.92,449202,9948,3197,699827,9392,An epic romance adventure featuring Legend of Titan.,"[{""mal_id"": 1, ""name"": ""Romance""}, {""mal_id"": 2, ""name"": ""Shojo""}, {""mal_id"": 3, ""name"": ""Psychological""}, {""mal_id"": 4, ""name"": ""Thriller""}]","[{""mal_id"": 1, ""name"": ""Ufotable""}]",579,2026-01-01,,1
588,Legend of Starlight,Legend of Starlight,Movie,Light novel,13,Not yet aired,8.01,567431,1466,1729,694732,28511,An epic martial arts adventure featuring Legend of Starlight.,"[{""mal_id"": 1, ""name"": ""Martial Arts""}, {""mal_id"": 2, ""name"": ""Comedy""}, {""mal_id"": 3, ""name"": ""Slice of Life""}, {""mal_id"": 4, ""name"": ""Historical""}]","[{""mal_id"": 1, ""name"": ""J.C.Staff""}, {""mal_id"": 2, ""name"": ""Studio Ghibli""}]",580,2026-01-01,,1
589,Chronicles of Genesis,Chronicles of Genesis,TV,Game,13,Not yet aired,6.45,270643,8061,1482,521362,21820,An epic parody adventure featuring Chronicles of Genesis.,"[{""mal_id"": 1, ""name"": ""Parody""}, {""mal_id"": 2, ""name"": ""Thriller""}, {""mal_id"": 3, ""name"": ""Harem""}]","[{""mal_id"": 1, ""name"": ""Bones""}, {""mal_id"": 2, ""name"": ""David Production""}]",581,2026-01-01,,1
590,Echoes of Eclipse,Echoes of Eclipse,OVA,Manga,25,Finished Airing,7.95,245203,1825,1461,363408,22307,An epic thriller adventure featuring Echoes of Eclipse.,"[{""mal_id"": 1, ""name"": ""Thriller""}, {""mal_id"": 2, ""name"": ""Vampire""}, {""mal_id"": 3, ""name"": ""Space""}]","[{""mal_id"": 1, ""name"": ""White Fox""}, {""mal_id"": 2, ""name"": ""Trigger""}]",582,2026-01-01,,1
591,Fate of Horizon,Fate of Horizon,TV,Web manga,24,Currently Airing,6.55,2260,6942,5238,166208,23932,An epic fantasy adventure featuring Fate of Horizon.,"[{""mal_id"": 1, ""name"": ""Fantasy""}, {""mal_id"": 2, ""name"": ""Military""}, {""mal_id"": 3, ""name"": ""Sports""}]","[{""mal_id"": 1, ""name"": ""Silver Link.""}, {""mal_id"": 2, ""name"": ""David Production""}]",583,2026-01-01,,1
592,Rise of Phantom,Rise of Phantom,ONA,Game,100,Finished Airing,7.37,311742,9855,4644,427510,9569,An epic thriller adventure featuring Rise of Phantom.,"[{""mal_id"": 1, ""name"": ""Thriller""}]","[{""mal_id"": 1, ""name"": ""Trigger""}]",584,2026-01-01,,1
593,Legend of Titan,Legend of Titan,ONA,Original,50,Finished Airing,6.03,502015,5459,2502,616106,13812,An epic isekai adventure featuring Legend of Titan.,"[{""mal_id"": 1, ""name"": ""Isekai""}, {""mal_id"": 2, ""name"": ""Space""}, {""mal_id"": 3, ""name"": ""Drama""}]","[{""mal_id"": 1, ""name"": ""P.A. Works""}, {""mal_id"": 2, ""name"": ""Silver Link.""}]",585,2026-01-01,,1
594,Echoes of Aether,Echoes of Aether,ONA,Original,50,Not yet aired,7.35,23113,7757,5707,311392,25658,An epic military adventure featuring Echoes of Aether.,"[{""mal_id"": 1, ""name"": ""Military""}, {""mal_id"": 2, ""name"": ""Psychological""}]","[{""mal_id"": 1, ""name"": ""MAPPA""}, {""mal_id"": 2, ""name"": ""Lerche""}]",586,2026-01-01,,1
595,Zero Eclipse,Zero Eclipse,TV,Light novel,26,Not yet aired,6.46,575130,887,11626,782580,19937,An epic slice of life adventure featuring Zero Eclipse.,"[{""mal_id"": 1, ""name"": ""Slice of Life""}, {""mal_id"": 2, ""name"": ""Space""}, {""mal_id"": 3, ""name"": ""Vampire""}]","[{""mal_id"": 1, ""name"": ""P.A. Works""}]",587,2026-01-01,,1
596,Overlord Genesis,Overlord Genesis,OVA,Game,12,Not yet aired,7.3,205659,2419,6170,211447,28001,An epic music adventure featuring Overlord Genesis.,"[{""mal_id"": 1, ""name"": ""Music""}, {""mal_id"": 2, ""name"": ""Space""}]","[{""mal_id"": 1, ""name"": ""MAPPA""}, {""mal_id"": 2, ""name"": ""Production I.G""}]",588,2026-01-01,,1
597,Shadow of Aether,Shadow of Aether,OVA,Web manga,50,Finished Airing,8.72,123547,6620,4015,394783,2237,An epic supernatural adventure featuring Shadow of Aether.,"[{""mal_id"": 1, ""name"": ""Supernatural""}]","[{""mal_id"": 1, ""name"": ""J.C.Staff""}, {""mal_id"": 2, ""name"": ""Madhouse""}]",589,2026-01-01,,1
598,Tales of Phantom,Tales of Phantom,ONA,Original,100,Currently Airing,6.74,94464,191,1967,338562,7653,An epic psychological adventure featuring Tales of Phantom.,"[{""mal_id"": 1, ""name"": ""Psychological""}, {""mal_id"": 2, ""name"": ""Slice of Life""}, {""mal_id"": 3, ""name"": ""Space""}, {""mal_id"": 4, ""name"": ""Shojo""}]","[{""mal_id"": 1, ""name"": ""White Fox""}]",590,2026-01-01,,1
599,Reborn in Horizon,Reborn in Horizon,TV,Novel,13,Currently Airing,4.9,503290,7933,10562,647800,28430,An epic josei adventure featuring Reborn in Horizon.,"[{""mal_id"": 1, ""name"": ""Josei""}, {""mal_id"": 2, ""name"": ""Cyberpunk""}, {""mal_id"": 3, ""name"": ""Vampire""}, {""mal_id"": 4, ""name"": ""Isekai""}]","[{""mal_id"": 1, ""name"": ""Sunrise""}]",591,2026-01-01,,1
600,Infinite Starlight,Infinite Starlight,TV,Visual novel,100,Finished Airing,8.45,194371,8502,9581,407880,35332,An epic sports adventure featuring Infinite Starlight.,"[{""mal_id"": 1, ""name"": ""Sports""}]","[{""mal_id"": 1, ""name"": ""P.A. Works""}]",592,2026-01-01,,1
601,Tales of Destiny,Tales of Destiny,OVA,Manga,1,Finished Airing,5.74,582167,9423,3379,817645,10575,An epic horror adventure featuring Tales of Destiny.,"[{""mal_id"": 1, ""name"": ""Horror""}]","[{""mal_id"": 1, ""name"": ""Sunrise""}]",593,2026-01-01,,1
602,Reborn in Abyss,Reborn in Abyss,TV,Light novel,25,Finished Airing,5.94,180438,8511,4808,403238,35012,An epic comedy adventure featuring Reborn in Abyss.,"[{""mal_id"": 1, ""name"": ""Comedy""}]","[{""mal_id"": 1, ""name"": ""Kinema Citrus""}]",594,2026-01-01,,1
603,Overlord Starlight,Overlord Starlight,TV,Game,1,Finished Airing,9.5,535892,602,3082,646908,9294,An epic space adventure featuring Overlord Starlight.,"[{""mal_id"": 1, ""name"": ""Space""}, {""mal_id"": 2, ""name"": ""Sports""}, {""mal_id"": 3, ""name"": ""Isekai""}, {""mal_id"": 4, ""name"": ""Vampire""}]","[{""mal_id"": 1, ""name"": ""Doga Kobo""}, {""mal_id"": 2, ""name"": ""Trigger""}]",595,2026-01-01,,1
604,Infinite Destiny,Infinite Destiny,Special,Original,25,Currently Airing,6.43,443014,2676,6555,482999,29898,An epic shojo adventure featuring Infinite Destiny.,"[{""mal_id"": 1, ""name"": ""Shojo""}, {""mal_id"": 2, ""name"": ""Seinen""}]","[{""mal_id"": 1, ""name"": ""Silver Link.""}]",596,2026-01-01,,1
605,Reborn in Abyss,Reborn in Abyss,OVA,Web manga,13,Currently Airing,7.25,282986,2515,5184,384978,28428,An epic space adventure featuring Reborn in Abyss.,"[{""mal_id"": 1, ""name"": ""Space""}, {""mal_id"": 2, ""name"": ""Fantasy""}, {""mal_id"": 3, ""name"": ""Seinen""}, {""mal_id"": 4, ""name"": ""Mystery""}]","[{""mal_id"": 1, ""name"": ""White Fox""}]",597,2026-01-01,,1
606,Zero Valhalla,Zero Valhalla,TV,Original,26,Currently Airing,7.87,69663,2398,3699,243341,17943,An epic comedy adventure featuring Zero Valhalla.,"[{""mal_id"": 1, ""name"": ""Comedy""}, {""mal_id"": 2, ""name"": ""Sci-Fi""}]","[{""mal_id"": 1, ""name"": ""Trigger""}]",598,2026-01-01,,1
607,Chronicles of Horizon,Chronicles of Horizon,Special,Novel,100,Finished Airing,7.68,552549,8667,5717,714269,37506,An epic romance adventure featuring Chronicles of Horizon.,"[{""mal_id"": 1, ""name"": ""Romance""}, {""mal_id"": 2, ""name"": ""Thriller""}, {""mal_id"": 3, ""name"": ""Drama""}, {""mal_id"": 4, ""name"": ""Martial Arts""}]","[{""mal_id"": 1, ""name"": ""J.C.Staff""}]",599,2026-01-01,,1
608,Infinite Abyss,Infinite Abyss,Special,Web manga,50,Currently Airing,6.04,189948,9705,2091,371918,16987,An epic parody adventure featuring Infinite Abyss.,"[{""mal_id"": 1, ""name"": ""Parody""}]","[{""mal_id"": 1, ""name"": ""J.C.Staff""}]",600,2026-01-01,,1
609,Chronicles of Starlight,Chronicles of Starlight,Special,Visual novel,100,Finished Airing,8.47,388631,7192,5800,520237,30724,An epic fantasy adventure featuring Chronicles of Starlight.,"[{""mal_id"": 1, ""name"": ""Fantasy""}, {""mal_id"": 2, ""name"": ""Thriller""}]","[{""mal_id"": 1, ""name"": ""Madhouse""}, {""mal_id"": 2, ""name"": ""David Production""}]",601,2026-01-01,,1
610,Infinite Abyss,Infinite Abyss,OVA,Novel,12,Not yet aired,6.49,321009,1303,1257,535139,15741,An epic isekai adventure featuring Infinite Abyss.,"[{""mal_id"": 1, ""name"": ""Isekai""}, {""mal_id"": 2, ""name"": ""Space""}, {""mal_id"": 3, ""name"": ""Parody""}, {""mal_id"": 4, ""name"": ""Vampire""}]","[{""mal_id"": 1, ""name"": ""MAPPA""}]",602,2026-01-01,,1
611,Reborn in Genesis,Reborn in Genesis,Special,Game,13,Currently Airing,6.45,11714,8157,8438,235003,34901,An epic comedy adventure featuring Reborn in Genesis.,"[{""mal_id"": 1, ""name"": ""Comedy""}]","[{""mal_id"": 1, ""name"": ""Trigger""}, {""mal_id"": 2, ""name"": ""Shaft""}]",603,2026-01-01,,1
612,Tales of Frontier,Tales of Frontier,Movie,Game,1,Not yet aired,7.96,560780,7351,2762,742691,34319,An epic shojo adventure featuring Tales of Frontier.,"[{""mal_id"": 1, ""name"": ""Shojo""}]","[{""mal_id"": 1, ""name"": ""David Production""}]",604,2026-01-01,,1
613,Echoes of Genesis,Echoes of Genesis,ONA,Visual novel,50,Finished Airing,6.85,370953,6116,1856,398642,22158,An epic supernatural adventure featuring Echoes of Genesis.,"[{""mal_id"": 1, ""name"": ""Supernatural""}]","[{""mal_id"": 1, ""name"": ""Kinema Citrus""}]",605,2026-01-01,,1
614,Echoes of Horizon,Echoes of Horizon,Special,Novel,1,Currently Airing,6.69,228526,8000,943,389339,23324,An epic slice of life adventure featuring Echoes of Horizon.,"[{""mal_id"": 1, ""name"": ""Slice of Life""}, {""mal_id"": 2, ""name"": ""Psychological""}, {""mal_id"": 3, ""name"": ""Sci-Fi""}]","[{""mal_id"": 1, ""name"": ""Sunrise""}]",606,2026-01-01,,1
