mal_id,title,title_english,type,source,episodes,status,score,scored_by,rank,popularity,members,favorites,synopsis,genres,studios,bayesian_weighted_score
324,Legend of Frontier,Legend of Frontier,OVA,Original,26,Currently Airing,6.98,101479,9181,9134,338332,16899,An epic space adventure featuring Legend of Frontier.,"[{""mal_id"": 1, ""name"": ""Space""}]","[{""mal_id"": 1, ""name"": ""Madhouse""}]",6.924157275926037
325,Eternal Valhalla,Eternal Valhalla,OVA,Original,26,Not yet aired,7.62,565093,8364,7988,657601,29300,An epic drama adventure featuring Eternal Valhalla.,"[{""mal_id"": 1, ""name"": ""Drama""}, {""mal_id"": 2, ""name"": ""Supernatural""}, {""mal_id"": 3, ""name"": ""Military""}, {""mal_id"": 4, ""name"": ""Cyberpunk""}]","[{""mal_id"": 1, ""name"": ""Silver Link.""}]",7.554222954902755
326,Reborn in Frontier,Reborn in Frontier,TV,Manga,13,Currently Airing,7.15,599905,3740,5137,813122,20776,An epic music adventure featuring Reborn in Frontier.,"[{""mal_id"": 1, ""name"": ""Music""}, {""mal_id"": 2, ""name"": ""Josei""}, {""mal_id"": 3, ""name"": ""Fantasy""}]","[{""mal_id"": 1, ""name"": ""White Fox""}]",7.123905416945553
327,Infinite Abyss,Infinite Abyss,ONA,Light novel,13,Finished Airing,5.87,546740,2049,11924,783820,15386,An epic sci-fi adventure featuring Infinite Abyss.,"[{""mal_id"": 1, ""name"": ""Sci-Fi""}, {""mal_id"": 2, ""name"": ""Parody""}, {""mal_id"": 3, ""name"": ""Music""}, {""mal_id"": 4, ""name"": ""Harem""}]","[{""mal_id"": 1, ""name"": ""David Production""}, {""mal_id"": 2, ""name"": ""Silver Link.""}]",5.948829976204042
328,Kingdom of Eclipse,Kingdom of Eclipse,TV,Novel,50,Not yet aired,8.88,575574,1364,1703,604794,17210,An epic horror adventure featuring Kingdom of Eclipse.,"[{""mal_id"": 1, ""name"": ""Horror""}, {""mal_id"": 2, ""name"": ""Thriller""}]","[{""mal_id"": 1, ""name"": ""Studio Pierrot""}]",8.714617487299664
329,Rise of Eclipse,Rise of Eclipse,TV,Manga,26,Currently Airing,7.68,552829,7802,7655,643276,35437,An epic slice of life adventure featuring Rise of Eclipse.,"[{""mal_id"": 1, ""name"": ""Slice of Life""}, {""mal_id"": 2, ""name"": ""Romance""}, {""mal_id"": 3, ""name"": ""Ecchi""}, {""mal_id"": 4, ""name"": ""Music""}]","[{""mal_id"": 1, ""name"": ""Production I.G""}]",7.607908245953661
330,Kingdom of Apex,Kingdom of Apex,Special,Game,25,Currently Airing,5.53,591880,7892,8842,820933,14895,An epic space adventure featuring Kingdom of Apex.,"[{""mal_id"": 1, ""name"": ""Space""}, {""mal_id"": 2, ""name"": ""Seinen""}]","[{""mal_id"": 1, ""name"": ""Silver Link.""}]",5.629770985230884
331,Reborn in Apex,Reborn in Apex,Special,Novel,13,Currently Airing,5.91,11568,4699,7688,12616,35078,An epic supernatural adventure featuring Reborn in Apex.,"[{""mal_id"": 1, ""name"": ""Supernatural""}, {""mal_id"": 2, ""name"": ""Mecha""}, {""mal_id"": 3, ""name"": ""Sci-Fi""}]","[{""mal_id"": 1, ""name"": ""MAPPA""}]",6.641565098752601
332,Chronicles of Paradox,Chronicles of Paradox,Special,Visual novel,50,Finished Airing,7.2,198231,2676,11714,415099,25550,An epic slice of life adventure featuring Chronicles of Paradox.,"[{""mal_id"": 1, ""name"": ""Slice of Life""}, {""mal_id"": 2, ""name"": ""Action""}, {""mal_id"": 3, ""name"": ""Harem""}, {""mal_id"": 4, ""name"": ""Mecha""}]","[{""mal_id"": 1, ""name"": ""Doga Kobo""}, {""mal_id"": 2, ""name"": ""Bones""}]",7.121609307459584
333,Zero Phantom,Zero Phantom,Special,Novel,25,Currently Airing,5.47,285571,3081,1122,435823,11964,An epic comedy adventure featuring Zero Phantom.,"[{""mal_id"": 1, ""name"": ""Comedy""}, {""mal_id"": 2, ""name"": ""Mecha""}, {""mal_id"": 3, ""name"": ""Josei""}]","[{""mal_id"": 1, ""name"": ""Kinema Citrus""}]",5.669781864344654
334,Rise of Vanguard,Rise of Vanguard,TV,Light novel,1,Not yet aired,6.59,197411,363,3047,366520,6712,An epic josei adventure featuring Rise of Vanguard.,"[{""mal_id"": 1, ""name"": ""Josei""}]","[{""mal_id"": 1, ""name"": ""Doga Kobo""}, {""mal_id"": 2, ""name"": ""Studio Ghibli""}]",6.634626148392756
335,Infinite Abyss,Infinite Abyss,TV,Visual novel,24,Currently Airing,8.32,95078,6886,5105,175079,32672,An epic space adventure featuring Infinite Abyss.,"[{""mal_id"": 1, ""name"": ""Space""}, {""mal_id"": 2, ""name"": ""Music""}]","[{""mal_id"": 1, ""name"": ""Bones""}]",7.799872895959416
336,Eternal Apex,Eternal Apex,ONA,Light novel,24,Currently Airing,8.59,75352,6252,207,361141,8002,An epic sports adventure featuring Eternal Apex.,"[{""mal_id"": 1, ""name"": ""Sports""}]","[{""mal_id"": 1, ""name"": ""Production I.G""}]",7.880326440742868
337,Echoes of Frontier,Echoes of Frontier,ONA,Visual novel,25,Currently Airing,7.46,546953,2599,10309,657239,2774,An epic romance adventure featuring Echoes of Frontier.,"[{""mal_id"": 1, ""name"": ""Romance""}, {""mal_id"": 2, ""name"": ""Ecchi""}, {""mal_id"": 3, ""name"": ""Adventure""}, {""mal_id"": 4, ""name"": ""Mystery""}]","[{""mal_id"": 1, ""name"": ""David Production""}, {""mal_id"": 2, ""name"": ""Studio Pierrot""}]",7.405625535008619
338,Tales of Abyss,Tales of Abyss,TV,Light novel,25,Not yet aired,6.91,455751,1961,6485,626889,15941,An epic josei adventure featuring Tales of Abyss.,"[{""mal_id"": 1, ""name"": ""Josei""}, {""mal_id"": 2, ""name"": ""Slice of Life""}, {""mal_id"": 3, ""name"": ""Mystery""}, {""mal_id"": 4, ""name"": ""Supernatural""}]","[{""mal_id"": 1, ""name"": ""Lerche""}]",6.900194779644529
339,Chronicles of Aether,Chronicles of Aether,TV,Game,26,Not yet aired,7.33,165858,984,980,428959,23309,An epic space adventure featuring Chronicles of Aether.,"[{""mal_id"": 1, ""name"": ""Space""}, {""mal_id"": 2, ""name"": ""Shojo""}, {""mal_id"": 3, ""name"": ""Fantasy""}, {""mal_id"": 4, ""name"": ""Supernatural""}]","[{""mal_id"": 1, ""name"": ""Bones""}]",7.209740384882655
340,Rise of Horizon,Rise of Horizon,TV,Game,50,Currently Airing,6.88,460530,2208,4108,562699,2597,An epic psychological adventure featuring Rise of Horizon.,"[{""mal_id"": 1, ""name"": ""Psychological""}, {""mal_id"": 2, ""name"": ""Romance""}]","[{""mal_id"": 1, ""name"": ""Trigger""}, {""mal_id"": 2, ""name"": ""White Fox""}]",6.873224688069262
341,Beyond Apex,Beyond Apex,OVA,Original,100,Currently Airing,4.81,196192,9809,9086,482205,10518,An epic seinen adventure featuring Beyond Apex.,"[{""mal_id"": 1, ""name"": ""Seinen""}, {""mal_id"": 2, ""name"": ""Space""}, {""mal_id"": 3, ""name"": ""Psychological""}]","[{""mal_id"": 1, ""name"": ""Silver Link.""}]",5.2163535776954575
342,Reborn in Starlight,Reborn in Starlight,Special,Novel,26,Not yet aired,7.01,195046,3913,5255,205860,4161,An epic slice of life adventure featuring Reborn in Starlight.,"[{""mal_id"": 1, ""name"": ""Slice of Life""}, {""mal_id"": 2, ""name"": ""Historical""}, {""mal_id"": 3, ""name"": ""Sci-Fi""}, {""mal_id"": 4, ""name"": ""Seinen""}]","[{""mal_id"": 1, ""name"": ""Studio Ghibli""}, {""mal_id"": 2, ""name"": ""Sunrise""}]",6.969358651028786
343,Zero Destiny,Zero Destiny,TV,Web manga,12,Finished Airing,5.51,338166,2127,2927,397081,2059,An epic harem adventure featuring Zero Destiny.,"[{""mal_id"": 1, ""name"": ""Harem""}, {""mal_id"": 2, ""name"": ""Seinen""}, {""mal_id"": 3, ""name"": ""Fantasy""}, {""mal_id"": 4, ""name"": ""Shojo""}]","[{""mal_id"": 1, ""name"": ""wit Studio""}, {""mal_id"": 2, ""name"": ""TMS Entertainment""}]",5.677559755362397
344,Fate of Horizon,Fate of Horizon,OVA,Light novel,12,Finished Airing,5.11,268871,3420,10744,295606,32214,An epic mystery adventure featuring Fate of Horizon.,"[{""mal_id"": 1, ""name"": ""Mystery""}, {""mal_id"": 2, ""name"": ""Drama""}, {""mal_id"": 3, ""name"": ""Adventure""}, {""mal_id"": 4, ""name"": ""Shounen""}]","[{""mal_id"": 1, ""name"": ""Lerche""}, {""mal_id"": 2, ""name"": ""Shaft""}]",5.376694054962666
345,Reborn in Apex,Reborn in Apex,Special,Manga,12,Currently Airing,6.52,61632,1277,3538,201995,34054,An epic supernatural adventure featuring Reborn in Apex.,"[{""mal_id"": 1, ""name"": ""Supernatural""}]","[{""mal_id"": 1, ""name"": ""Ufotable""}, {""mal_id"": 2, ""name"": ""P.A. Works""}]",6.650258348860543
346,Tales of Horizon,Tales of Horizon,Special,Visual novel,12,Not yet aired,5.98,188088,9447,5865,481862,30072,An epic seinen adventure featuring Tales of Horizon.,"[{""mal_id"": 1, ""name"": ""Seinen""}, {""mal_id"": 2, ""name"": ""Thriller""}]","[{""mal_id"": 1, ""name"": ""Kyoto Animation""}]",6.154477504116126
347,Saga of Horizon,Saga of Horizon,Special,Visual novel,26,Currently Airing,6.66,166360,9013,5320,447277,24371,An epic martial arts adventure featuring Saga of Horizon.,"[{""mal_id"": 1, ""name"": ""Martial Arts""}, {""mal_id"": 2, ""name"": ""Horror""}]","[{""mal_id"": 1, ""name"": ""Kinema Citrus""}, {""mal_id"": 2, ""name"": ""wit Studio""}]",6.6948539471251625
348,Saga of Chronos,Saga of Chronos,ONA,Visual novel,50,Finished Airing,7.05,266931,568,4661,456679,39053,An epic shojo adventure featuring Saga of Chronos.,"[{""mal_id"": 1, ""name"": ""Shojo""}, {""mal_id"": 2, ""name"": ""Romance""}, {""mal_id"": 3, ""name"": ""Shounen""}]","[{""mal_id"": 1, ""name"": ""CloverWorks""}]",7.012266234606271
349,Chronicles of Starlight,Chronicles of Starlight,Special,Web manga,13,Finished Airing,4.3,23255,619,7543,168936,23318,An epic action adventure featuring Chronicles of Starlight.,"[{""mal_id"": 1, ""name"": ""Action""}, {""mal_id"": 2, ""name"": ""Slice of Life""}, {""mal_id"": 3, ""name"": ""Romance""}]","[{""mal_id"": 1, ""name"": ""wit Studio""}]",6.013753327417924
350,Rise of Starlight,Rise of Starlight,Special,Light novel,12,Not yet aired,6.76,598699,5320,7906,809308,11341,An epic supernatural adventure featuring Rise of Starlight.,"[{""mal_id"": 1, ""name"": ""Supernatural""}, {""mal_id"": 2, ""name"": ""Parody""}, {""mal_id"": 3, ""name"": ""Shounen""}]","[{""mal_id"": 1, ""name"": ""Bones""}]",6.763917070937368
351,Beyond Horizon,Beyond Horizon,ONA,Visual novel,12,Finished Airing,7.73,351132,9869,188,534547,25076,An epic adventure adventure featuring Beyond Horizon.,"[{""mal_id"": 1, ""name"": ""Adventure""}, {""mal_id"": 2, ""name"": ""Ecchi""}, {""mal_id"": 3, ""name"": ""Martial Arts""}]","[{""mal_id"": 1, ""name"": ""Toei Animation""}, {""mal_id"": 2, ""name"": ""Madhouse""}]",7.615426742319237
352,Legend of Vanguard,Legend of Vanguard,ONA,Novel,12,Finished Airing,6.02,53473,7077,4748,260456,25852,An epic sports adventure featuring Legend of Vanguard.,"[{""mal_id"": 1, ""name"": ""Sports""}]","[{""mal_id"": 1, ""name"": ""wit Studio""}]",6.402138335604457
353,Rise of Starlight,Rise of Starlight,TV,Visual novel,50,Not yet aired,6.79,419082,2137,2210,557737,31527,An epic comedy adventure featuring Rise of Starlight.,"[{""mal_id"": 1, ""name"": ""Comedy""}, {""mal_id"": 2, ""name"": ""Psychological""}, {""mal_id"": 3, ""name"": ""Shounen""}]","[{""mal_id"": 1, ""name"": ""Trigger""}]",6.792219228194644
354,Fate of Paradox,Fate of Paradox,TV,Game,50,Currently Airing,8.52,339621,5985,5707,387594,12493,An epic josei adventure featuring Fate of Paradox.,"[{""mal_id"": 1, ""name"": ""Josei""}, {""mal_id"": 2, ""name"": ""Shounen""}, {""mal_id"": 3, ""name"": ""Mystery""}, {""mal_id"": 4, ""name"": ""Seinen""}]","[{""mal_id"": 1, ""name"": ""Bones""}]",8.300661206659804
355,Cyber Specter,Cyber Specter,ONA,Manga,24,Finished Airing,7.63,464190,6125,2556,541640,5633,An epic harem adventure featuring Cyber Specter.,"[{""mal_id"": 1, ""name"": ""Harem""}]","[{""mal_id"": 1, ""name"": ""J.C.Staff""}, {""mal_id"": 2, ""name"": ""Ufotable""}]",7.550342674886714
356,Tales of Aether,Tales of Aether,ONA,Visual novel,1,Currently Airing,8.49,117183,3425,8815,278152,13895,An epic shojo adventure featuring Tales of Aether.,"[{""mal_id"": 1, ""name"": ""Shojo""}, {""mal_id"": 2, ""name"": ""Vampire""}]","[{""mal_id"": 1, ""name"": ""MAPPA""}]",7.987801809992644
357,Fate of Abyss,Fate of Abyss,OVA,Light novel,1,Currently Airing,6.95,552888,3289,11412,576685,17788,An epic shojo adventure featuring Fate of Abyss.,"[{""mal_id"": 1, ""name"": ""Shojo""}, {""mal_id"": 2, ""name"": ""Ecchi""}, {""mal_id"": 3, ""name"": ""Fantasy""}, {""mal_id"": 4, ""name"": ""Space""}]","[{""mal_id"": 1, ""name"": ""CloverWorks""}]",6.938457225886069
358,Legend of Apex,Legend of Apex,TV,Original,50,Finished Airing,5.54,378217,6238,8332,435783,6537,An epic comedy adventure featuring Legend of Apex.,"[{""mal_id"": 1, ""name"": ""Comedy""}]","[{""mal_id"": 1, ""name"": ""Lerche""}, {""mal_id"": 2, ""name"": ""A-1 Pictures""}]",5.688385047767838
359,Cyber Paradox,Cyber Paradox,TV,Manga,24,Not yet aired,4.72,480733,4996,5466,775694,32118,An epic horror adventure featuring Cyber Paradox.,"[{""mal_id"": 1, ""name"": ""Horror""}]","[{""mal_id"": 1, ""name"": ""Kinema Citrus""}]",4.9169747500155445
360,Zero Genesis,Zero Genesis,TV,Game,25,Currently Airing,5.62,526100,483,9093,671739,18372,An epic supernatural adventure featuring Zero Genesis.,"[{""mal_id"": 1, ""name"": ""Supernatural""}]","[{""mal_id"": 1, ""name"": ""Ufotable""}, {""mal_id"": 2, ""name"": ""White Fox""}]",5.723351848637389
361,Echoes of Starlight,Echoes of Starlight,Special,Novel,24,Currently Airing,9.5,401273,3939,9387,675279,10020,An epic parody adventure featuring Echoes of Starlight.,"[{""mal_id"": 1, ""name"": ""Parody""}, {""mal_id"": 2, ""name"": ""Thriller""}, {""mal_id"": 3, ""name"": ""Cyberpunk""}]","[{""mal_id"": 1, ""name"": ""Toei Animation""}]",9.20204510351827
362,Saga of Vanguard,Saga of Vanguard,OVA,Game,13,Currently Airing,7.68,212637,2379,10752,286046,37027,An epic music adventure featuring Saga of Vanguard.,"[{""mal_id"": 1, ""name"": ""Music""}, {""mal_id"": 2, ""name"": ""Seinen""}, {""mal_id"": 3, ""name"": ""Fantasy""}]","[{""mal_id"": 1, ""name"": ""White Fox""}]",7.514528265248233
363,Shadow of Titan,Shadow of Titan,TV,Novel,26,Currently Airing,7.85,333525,6738,4971,410820,29042,An epic seinen adventure featuring Shadow of Titan.,"[{""mal_id"": 1, ""name"": ""Seinen""}]","[{""mal_id"": 1, ""name"": ""J.C.Staff""}]",7.714522521348021
364,Kingdom of Starlight,Kingdom of Starlight,Special,Light novel,24,Finished Airing,6.92,280325,428,5887,578618,5218,An epic drama adventure featuring Kingdom of Starlight.,"[{""mal_id"": 1, ""name"": ""Drama""}, {""mal_id"": 2, ""name"": ""Fantasy""}]","[{""mal_id"": 1, ""name"": ""Sunrise""}]",6.903473851509878
365,Beyond Starlight,Beyond Starlight,Movie,Manga,50,Finished Airing,5.29,172242,4422,6768,274565,14595,An epic space adventure featuring Beyond Starlight.,"[{""mal_id"": 1, ""name"": ""Space""}, {""mal_id"": 2, ""name"": ""Josei""}, {""mal_id"": 3, ""name"": ""Supernatural""}, {""mal_id"": 4, ""name"": ""Horror""}]","[{""mal_id"": 1, ""name"": ""Shaft""}, {""mal_id"": 2, ""name"": ""Production I.G""}]",5.632154048289703
366,Fate of Destiny,Fate of Destiny,ONA,Novel,1,Not yet aired,5.96,259271,6233,11800,484433,20516,An epic horror adventure featuring Fate of Destiny.,"[{""mal_id"": 1, ""name"": ""Horror""}]","[{""mal_id"": 1, ""name"": ""Doga Kobo""}, {""mal_id"": 2, ""name"": ""Shaft""}]",6.09755250249781
367,Zero Aether,Zero Aether,ONA,Game,1,Not yet aired,4.76,544399,6348,8457,827397,3240,An epic music adventure featuring Zero Aether.,"[{""mal_id"": 1, ""name"": ""Music""}]","[{""mal_id"": 1, ""name"": ""Madhouse""}, {""mal_id"": 2, ""name"": ""Bones""}]",4.932512066810341
368,Fate of Vanguard,Fate of Vanguard,Movie,Visual novel,100,Finished Airing,5.46,57696,8203,1855,329736,11791,An epic thriller adventure featuring Fate of Vanguard.,"[{""mal_id"": 1, ""name"": ""Thriller""}, {""mal_id"": 2, ""name"": ""Parody""}, {""mal_id"": 3, ""name"": ""Slice of Life""}, {""mal_id"": 4, ""name"": ""Harem""}]","[{""mal_id"": 1, ""name"": ""Studio Ghibli""}, {""mal_id"": 2, ""name"": ""J.C.Staff""}]",6.087144926459665
369,Rise of Frontier,Rise of Frontier,TV,Original,26,Not yet aired,7.51,212241,2687,11770,451625,8106,An epic sports adventure featuring Rise of Frontier.,"[{""mal_id"": 1, ""name"": ""Sports""}, {""mal_id"": 2, ""name"": ""Music""}, {""mal_id"": 3, ""name"": ""Action""}, {""mal_id"": 4, ""name"": ""Horror""}]","[{""mal_id"": 1, ""name"": ""Silver Link.""}, {""mal_id"": 2, ""name"": ""P.A. Works""}]",7.376691325917763
370,Reborn in Horizon,Reborn in Horizon,TV,Novel,13,Currently Airing,6.31,577579,9266,10806,778126,9846,An epic josei adventure featuring Reborn in Horizon.,"[{""mal_id"": 1, ""name"": ""Josei""}, {""mal_id"": 2, ""name"": ""Supernatural""}, {""mal_id"": 3, ""name"": ""Comedy""}, {""mal_id"": 4, ""name"": ""Isekai""}]","[{""mal_id"": 1, ""name"": ""David Production""}, {""mal_id"": 2, ""name"": ""Kinema Citrus""}]",6.349900952708743
371,Shadow of Starlight,Shadow of Starlight,ONA,Original,13,Finished Airing,6.38,323526,2156,3324,486802,241,An epic harem adventure featuring Shadow of Starlight.,"[{""mal_id"": 1, ""name"": ""Harem""}, {""mal_id"": 2, ""name"": ""Space""}]","[{""mal_id"": 1, ""name"": ""TMS Entertainment""}]",6.437669345641268
372,Kingdom of Valhalla,Kingdom of Valhalla,ONA,Visual novel,12,Not yet aired,7.4,499320,9833,108,738209,16047,An epic psychological adventure featuring Kingdom of Valhalla.,"[{""mal_id"": 1, ""name"": ""Psychological""}, {""mal_id"": 2, ""name"": ""Military""}, {""mal_id"": 3, ""name"": ""Seinen""}, {""mal_id"": 4, ""name"": ""Martial Arts""}]","[{""mal_id"": 1, ""name"": ""Doga Kobo""}]",7.3463718779582035
373,Kingdom of Destiny,Kingdom of Destiny,Movie,Novel,1,Not yet aired,6.26,366473,9472,9885,386725,19568,An epic horror adventure featuring Kingdom of Destiny.,"[{""mal_id"": 1, ""name"": ""Horror""}]","[{""mal_id"": 1, ""name"": ""Madhouse""}]",6.326129136822796
374,Cyber Eclipse,Cyber Eclipse,ONA,Game,26,Finished Airing,6.45,589985,1526,4904,684003,21166,An epic drama adventure featuring Cyber Eclipse.,"[{""mal_id"": 1, ""name"": ""Drama""}]","[{""mal_id"": 1, ""name"": ""J.C.Staff""}, {""mal_id"": 2, ""name"": ""Lerche""}]",6.478189723196638
375,Eternal Frontier,Eternal Frontier,Movie,Manga,25,Currently Airing,8.38,307557,8636,6780,555400,34393,An epic harem adventure featuring Eternal Frontier.,"[{""mal_id"": 1, ""name"": ""Harem""}]","[{""mal_id"": 1, ""name"": ""Trigger""}, {""mal_id"": 2, ""name"": ""Toei Animation""}]",8.160569251895502
376,Fate of Destiny,Fate of Destiny,Special,Novel,26,Currently Airing,6.56,301637,8609,9424,526536,23200,An epic drama adventure featuring Fate of Destiny.,"[{""mal_id"": 1, ""name"": ""Drama""}]","[{""mal_id"": 1, ""name"": ""Shaft""}]",6.595664620048516
377,Rise of Paradox,Rise of Paradox,TV,Manga,1,Currently Airing,5.32,305098,1933,3397,407576,27183,An epic psychological adventure featuring Rise of Paradox.,"[{""mal_id"": 1, ""name"": ""Psychological""}, {""mal_id"": 2, ""name"": ""Martial Arts""}, {""mal_id"": 3, ""name"": ""Horror""}, {""mal_id"": 4, ""name"": ""Parody""}]","[{""mal_id"": 1, ""name"": ""P.A. Works""}]",5.529916699052094
378,Saga of Aether,Saga of Aether,OVA,Original,26,Finished Airing,5.73,267276,1866,11237,303841,21852,An epic supernatural adventure featuring Saga of Aether.,"[{""mal_id"": 1, ""name"": ""Supernatural""}, {""mal_id"": 2, ""name"": ""Seinen""}, {""mal_id"": 3, ""name"": ""Martial Arts""}]","[{""mal_id"": 1, ""name"": ""Sunrise""}]",5.900328042461454
379,Cyber Frontier,Cyber Frontier,ONA,Visual novel,1,Not yet aired,5.5,347069,2225,7889,525245,10193,An epic historical adventure featuring Cyber Frontier.,"[{""mal_id"": 1, ""name"": ""Historical""}]","[{""mal_id"": 1, ""name"": ""Kyoto Animation""}]",5.6650619917445075
380,Overlord Titan,Overlord Titan,Special,Manga,24,Not yet aired,6.26,331328,5435,5794,623400,4349,An epic martial arts adventure featuring Overlord Titan.,"[{""mal_id"": 1, ""name"": ""Martial Arts""}, {""mal_id"": 2, ""name"": ""Historical""}, {""mal_id"": 3, ""name"": ""Mecha""}, {""mal_id"": 4, ""name"": ""Vampire""}]","[{""mal_id"": 1, ""name"": ""Kinema Citrus""}]",6.332223912222549
381,Rise of Abyss,Rise of Abyss,Movie,Web manga,12,Currently Airing,8.48,174531,5153,11631,379775,2082,An epic sports adventure featuring Rise of Abyss.,"[{""mal_id"": 1, ""name"": ""Sports""}]","[{""mal_id"": 1, ""name"": ""White Fox""}, {""mal_id"": 2, ""name"": ""Trigger""}]",8.108296315430831
382,Kingdom of Chronos,Kingdom of Chronos,OVA,Light novel,12,Currently Airing,4.22,227139,613,3312,503442,6078,An epic psychological adventure featuring Kingdom of Chronos.,"[{""mal_id"": 1, ""name"": ""Psychological""}]","[{""mal_id"": 1, ""name"": ""Ufotable""}]",4.687422484745921
383,Overlord Valhalla,Overlord Valhalla,OVA,Light novel,12,Not yet aired,7.6,549563,2175,3362,713280,2405,An epic parody adventure featuring Overlord Valhalla.,"[{""mal_id"": 1, ""name"": ""Parody""}, {""mal_id"": 2, ""name"": ""Isekai""}, {""mal_id"": 3, ""name"": ""Fantasy""}, {""mal_id"": 4, ""name"": ""Mystery""}]","[{""mal_id"": 1, ""name"": ""Shaft""}, {""mal_id"": 2, ""name"": ""David Production""}]",7.534187066246583
384,Overlord Frontier,Overlord Frontier,TV,Manga,25,Finished Airing,8.09,349979,9463,5115,595756,13762,An epic action adventure featuring Overlord Frontier.,"[{""mal_id"": 1, ""name"": ""Action""}]","[{""mal_id"": 1, ""name"": ""Madhouse""}, {""mal_id"": 2, ""name"": ""Lerche""}]",7.930094104940509
385,Cyber Destiny,Cyber Destiny,Movie,Light novel,25,Finished Airing,4.98,123865,250,10207,267814,36685,An epic slice of life adventure featuring Cyber Destiny.,"[{""mal_id"": 1, ""name"": ""Slice of Life""}, {""mal_id"": 2, ""name"": ""Sci-Fi""}]","[{""mal_id"": 1, ""name"": ""Studio Ghibli""}, {""mal_id"": 2, ""name"": ""Lerche""}]",5.506506197337014
386,Tales of Destiny,Tales of Destiny,OVA,Web manga,26,Not yet aired,7.28,180094,7269,832,218445,8534,An epic seinen adventure featuring Tales of Destiny.,"[{""mal_id"": 1, ""name"": ""Seinen""}, {""mal_id"": 2, ""name"": ""Sports""}, {""mal_id"": 3, ""name"": ""Sci-Fi""}]","[{""mal_id"": 1, ""name"": ""P.A. Works""}]",7.178046015976079
387,Chronicles of Paradox,Chronicles of Paradox,Movie,Game,100,Not yet aired,5.44,447681,5827,5120,654158,21789,An epic drama adventure featuring Chronicles of Paradox.,"[{""mal_id"": 1, ""name"": ""Drama""}]","[{""mal_id"": 1, ""name"": ""Madhouse""}, {""mal_id"": 2, ""name"": ""Toei Animation""}]",5.577720748833088
388,Fate of Eclipse,Fate of Eclipse,Movie,Light novel,13,Not yet aired,6.21,488503,4228,5955,736204,25705,An epic shounen adventure featuring Fate of Eclipse.,"[{""mal_id"": 1, ""name"": ""Shounen""}, {""mal_id"": 2, ""name"": ""Fantasy""}, {""mal_id"": 3, ""name"": ""Comedy""}, {""mal_id"": 4, ""name"": ""Historical""}]","[{""mal_id"": 1, ""name"": ""Studio Pierrot""}, {""mal_id"": 2, ""name"": ""Studio Ghibli""}]",6.265786133039184
389,Shadow of Titan,Shadow of Titan,ONA,Visual novel,13,Currently Airing,8.27,118870,5712,9904,304126,37672,An epic music adventure featuring Shadow of Titan.,"[{""mal_id"": 1, ""name"": ""Music""}, {""mal_id"": 2, ""name"": ""Psychological""}, {""mal_id"": 3, ""name"": ""Action""}]","[{""mal_id"": 1, ""name"": ""Shaft""}]",7.837957600521111
390,Rise of Horizon,Rise of Horizon,Special,Visual novel,24,Not yet aired,7.64,483867,3993,8978,695010,10431,An epic historical adventure featuring Rise of Horizon.,"[{""mal_id"": 1, ""name"": ""Historical""}, {""mal_id"": 2, ""name"": ""Space""}, {""mal_id"": 3, ""name"": ""Martial Arts""}, {""mal_id"": 4, ""name"": ""Drama""}]","[{""mal_id"": 1, ""name"": ""Trigger""}, {""mal_id"": 2, ""name"": ""White Fox""}]",7.562342081454744
391,Beyond Frontier,Beyond Frontier,Special,Novel,26,Not yet aired,7.2,452591,3870,2836,681841,5114,An epic sports adventure featuring Beyond Frontier.,"[{""mal_id"": 1, ""name"": ""Sports""}]","[{""mal_id"": 1, ""name"": ""P.A. Works""}]",7.161282633393753
392,Beyond Horizon,Beyond Horizon,OVA,Visual novel,1,Finished Airing,7.2,114527,3566,2277,314185,38071,An epic sports adventure featuring Beyond Horizon.,"[{""mal_id"": 1, ""name"": ""Sports""}, {""mal_id"": 2, ""name"": ""Seinen""}, {""mal_id"": 3, ""name"": ""Drama""}, {""mal_id"": 4, ""name"": ""Historical""}]","[{""mal_id"": 1, ""name"": ""J.C.Staff""}, {""mal_id"": 2, ""name"": ""MAPPA""}]",7.081727619174969
393,Chronicles of Starlight,Chronicles of Starlight,Movie,Game,26,Currently Airing,6.69,469381,9344,11134,572966,19968,An epic music adventure featuring Chronicles of Starlight.,"[{""mal_id"": 1, ""name"": ""Music""}, {""mal_id"": 2, ""name"": ""Seinen""}]","[{""mal_id"": 1, ""name"": ""CloverWorks""}, {""mal_id"": 2, ""name"": ""Doga Kobo""}]",6.701631153238182
394,Saga of Specter,Saga of Specter,TV,Original,1,Finished Airing,7.92,134251,9176,5886,289488,7199,An epic shounen adventure featuring Saga of Specter.,"[{""mal_id"": 1, ""name"": ""Shounen""}]","[{""mal_id"": 1, ""name"": ""Doga Kobo""}]",7.6190029904858045
395,Infinite Valhalla,Infinite Valhalla,ONA,Visual novel,24,Not yet aired,6.7,401884,2842,7781,615762,9124,An epic mecha adventure featuring Infinite Valhalla.,"[{""mal_id"": 1, ""name"": ""Mecha""}, {""mal_id"": 2, ""name"": ""Space""}]","[{""mal_id"": 1, ""name"": ""White Fox""}, {""mal_id"": 2, ""name"": ""wit Studio""}]",6.7122619964415655
