anime_id,studio_id,studio_name,is_primary_studio
755,2,Kyoto Animation,0
756,1,wit Studio,1
757,1,CloverWorks,1
758,1,P.A. Works,1
758,2,Bones,0
759,1,White Fox,1
760,1,Sunrise,1
760,2,David Production,0
761,1,A-1 Pictures,1
762,1,David Production,1
762,2,CloverWorks,0
763,1,Studio Pierrot,1
764,1,A-1 Pictures,1
764,2,TMS Entertainment,0
765,1,P.A. Works,1
765,2,Shaft,0
766,1,Studio Ghibli,1
767,1,David Production,1
767,2,Lerche,0
768,1,David Production,1
768,2,Production I.G,0
769,1,wit Studio,1
769,2,Studio Pierrot,0
770,1,Silver Link.,1
770,2,David Production,0
771,1,Production I.G,1
772,1,Production I.G,1
773,1,MAPPA,1
773,2,Kinema Citrus,0
774,1,Trigger,1
775,1,Kyoto Animation,1
776,1,Madhouse,1
776,2,White Fox,0
777,1,Madhouse,1
778,1,wit Studio,1
779,1,Kinema Citrus,1
780,1,Trigger,1
780,2,Ufotable,0
781,1,Sunrise,1
782,1,TMS Entertainment,1
782,2,Bones,0
783,1,Silver Link.,1
784,1,A-1 Pictures,1
785,1,Sunrise,1
785,2,J.C.Staff,0
786,1,Silver Link.,1
786,2,P.A. Works,0
787,1,Silver Link.,1
787,2,Sunrise,0
788,1,Studio Ghibli,1
788,2,CloverWorks,0
789,1,Sunrise,1
789,2,Shaft,0
790,1,wit Studio,1
791,1,Ufotable,1
791,2,wit Studio,0
792,1,wit Studio,1
793,1,Ufotable,1
794,1,MAPPA,1
795,1,Production I.G,1
796,1,Studio Ghibli,1
796,2,Ufotable,0
797,1,Doga Kobo,1
798,1,A-1 Pictures,1
798,2,Ufotable,0
799,1,TMS Entertainment,1
799,2,CloverWorks,0
800,1,Ufotable,1
801,1,A-1 Pictures,1
802,1,David Production,1
802,2,P.A. Works,0
803,1,Kyoto Animation,1
803,2,Trigger,0
804,1,MAPPA,1
804,2,wit Studio,0
805,1,Studio Pierrot,1
806,1,wit Studio,1
806,2,Ufotable,0
807,1,CloverWorks,1
808,1,Production I.G,1
809,1,Trigger,1
809,2,Kinema Citrus,0
810,1,Silver Link.,1
811,1,Lerche,1
812,1,CloverWorks,1
812,2,David Production,0
813,1,Bones,1
814,1,Studio Ghibli,1
814,2,P.A. Works,0
815,1,Shaft,1
815,2,P.A. Works,0
816,1,Silver Link.,1
817,1,Kinema Citrus,1
818,1,White Fox,1
819,1,Madhouse,1
820,1,Trigger,1
820,2,A-1 Pictures,0
821,1,wit Studio,1
822,1,David Production,1
823,1,wit Studio,1
824,1,Studio Pierrot,1
824,2,Studio Ghibli,0
825,1,Doga Kobo,1
825,2,Kyoto Animation,0
826,1,Bones,1
826,2,A-1 Pictures,0
827,1,TMS Entertainment,1
828,1,CloverWorks,1
828,2,wit Studio,0
829,1,Bones,1
829,2,A-1 Pictures,0
830,1,David Production,1
830,2,TMS Entertainment,0
831,1,P.A. Works,1
832,1,A-1 Pictures,1
832,2,Doga Kobo,0
833,1,Trigger,1
833,2,Shaft,0
834,1,Lerche,1
835,1,Sunrise,1
835,2,Bones,0
836,1,Kyoto Animation,1
837,1,Kyoto Animation,1
838,1,Silver Link.,1
838,2,Studio Pierrot,0
839,1,Shaft,1
839,2,A-1 Pictures,0
840,1,Bones,1
840,2,P.A. Works,0
841,1,Madhouse,1
841,2,Doga Kobo,0
842,1,Sunrise,1
843,1,J.C.Staff,1
844,1,MAPPA,1
845,1,Bones,1
846,1,Production I.G,1
846,2,wit Studio,0
847,1,Ufotable,1
847,2,Kyoto Animation,0
848,1,Trigger,1
848,2,Studio Ghibli,0
849,1,Production I.G,1
849,2,Ufotable,0
850,1,David Production,1
851,1,White Fox,1
852,1,David Production,1
853,1,White Fox,1
854,1,Kyoto Animation,1
855,1,Production I.G,1
855,2,Toei Animation,0
856,1,David Production,1
857,1,Lerche,1
857,2,A-1 Pictures,0
858,1,Trigger,1
858,2,Doga Kobo,0
859,1,CloverWorks,1
859,2,P.A. Works,0
860,1,White Fox,1
861,1,P.A. Works,1
861,2,White Fox,0
862,1,wit Studio,1
863,1,J.C.Staff,1
863,2,wit Studio,0
864,1,Toei Animation,1
865,1,Bones,1
865,2,Studio Ghibli,0
866,1,MAPPA,1
867,1,TMS Entertainment,1
867,2,Ufotable,0
868,1,David Production,1
869,1,Trigger,1
869,2,White Fox,0
870,1,Kyoto Animation,1
870,2,Lerche,0
871,1,Silver Link.,1
871,2,Studio Pierrot,0
872,1,David Production,1
872,2,Studio Pierrot,0
873,1,Shaft,1
873,2,Toei Animation,0
874,1,Trigger,1
875,1,J.C.Staff,1
875,2,Trigger,0
876,1,Doga Kobo,1
877,1,Studio Ghibli,1
877,2,Lerche,0
878,1,Ufotable,1
879,1,MAPPA,1
880,1,Lerche,1
880,2,P.A. Works,0
881,1,Lerche,1
882,1,Toei Animation,1
882,2,P.A. Works,0
883,1,Madhouse,1
883,2,Production I.G,0
884,1,CloverWorks,1
884,2,A-1 Pictures,0
885,1,Toei Animation,1
885,2,J.C.Staff,0
886,1,Toei Animation,1
887,1,Bones,1
888,1,wit Studio,1
889,1,Lerche,1
889,2,David Production,0
890,1,TMS Entertainment,1
891,1,White Fox,1
892,1,Doga Kobo,1
892,2,A-1 Pictures,0
893,1,TMS Entertainment,1
894,1,Studio Ghibli,1
894,2,David Production,0
895,1,Studio Ghibli,1
895,2,Trigger,0
896,1,Lerche,1
897,1,wit Studio,1
897,2,Studio Ghibli,0
898,1,wit Studio,1
899,1,Production I.G,1
900,1,Studio Ghibli,1
901,1,wit Studio,1
901,2,Toei Animation,0
902,1,Doga Kobo,1
902,2,Shaft,0
903,1,P.A. Works,1
904,1,David Production,1
905,1,David Production,1
905,2,A-1 Pictures,0
906,1,Studio Pierrot,1
907,1,White Fox,1
907,2,wit Studio,0
908,1,P.A. Works,1
909,1,Kinema Citrus,1
910,1,Bones,1
910,2,J.C.Staff,0
911,1,Madhouse,1
912,1,P.A. Works,1
912,2,Lerche,0
913,1,Silver Link.,1
914,1,TMS Entertainment,1
914,2,Sunrise,0
915,1,Shaft,1
915,2,Production I.G,0
916,1,TMS Entertainment,1
916,2,J.C.Staff,0
917,1,wit Studio,1
918,1,Bones,1
918,2,Kyoto Animation,0
919,1,Bones,1
920,1,Toei Animation,1
920,2,Studio Ghibli,0
921,1,Shaft,1
921,2,wit Studio,0
922,1,MAPPA,1
923,1,A-1 Pictures,1
923,2,Kyoto Animation,0
924,1,Trigger,1
924,2,Sunrise,0
925,1,Production I.G,1
926,1,Trigger,1
926,2,Madhouse,0
927,1,Madhouse,1
928,1,Kinema Citrus,1
929,1,Kinema Citrus,1
929,2,J.C.Staff,0
930,1,wit Studio,1
930,2,Kyoto Animation,0
931,1,David Production,1
932,1,Silver Link.,1
933,1,Shaft,1
934,1,CloverWorks,1
934,2,David Production,0
935,1,MAPPA,1
936,1,Studio Ghibli,1
937,1,TMS Entertainment,1
937,2,Studio Ghibli,0
938,1,Bones,1
939,1,Lerche,1
939,2,Ufotable,0
940,1,Lerche,1
940,2,Trigger,0
941,1,Doga Kobo,1
942,1,A-1 Pictures,1
943,1,Bones,1
944,1,Kyoto Animation,1
944,2,Trigger,0
945,1,Sunrise,1
945,2,P.A. Works,0
946,1,A-1 Pictures,1
947,1,Trigger,1
947,2,Toei Animation,0
948,1,Kyoto Animation,1
948,2,Doga Kobo,0
949,1,J.C.Staff,1
949,2,Studio Ghibli,0
950,1,CloverWorks,1
951,1,Ufotable,1
951,2,P.A. Works,0
952,1,Toei Animation,1
952,2,A-1 Pictures,0
953,1,Toei Animation,1
953,2,Lerche,0
954,1,Kinema Citrus,1
955,1,Trigger,1
955,2,White Fox,0
956,1,White Fox,1
956,2,Ufotable,0
957,1,Shaft,1
958,1,P.A. Works,1
959,1,Shaft,1
960,1,Ufotable,1
961,1,Kyoto Animation,1
961,2,Studio Ghibli,0
962,1,Silver Link.,1
962,2,Studio Ghibli,0
963,1,A-1 Pictures,1
964,1,Madhouse,1
965,1,MAPPA,1
965,2,TMS Entertainment,0
966,1,Kyoto Animation,1
966,2,Trigger,0
967,1,Studio Pierrot,1
967,2,Sunrise,0
968,1,Doga Kobo,1
968,2,CloverWorks,0
969,1,Doga Kobo,1
970,1,Sunrise,1
970,2,Lerche,0
971,1,A-1 Pictures,1
972,1,P.A. Works,1
973,1,J.C.Staff,1
973,2,Kinema Citrus,0
974,1,Doga Kobo,1
975,1,J.C.Staff,1
975,2,A-1 Pictures,0
976,1,Silver Link.,1
976,2,A-1 Pictures,0
977,1,Kinema Citrus,1
977,2,Studio Ghibli,0
978,1,Doga Kobo,1
979,1,Studio Ghibli,1
980,1,Studio Ghibli,1
981,1,Madhouse,1
981,2,Shaft,0
982,1,White Fox,1
983,1,Lerche,1
984,1,Toei Animation,1
985,1,Kyoto Animation,1
985,2,Sunrise,0
986,1,wit Studio,1
986,2,Doga Kobo,0
987,1,Shaft,1
987,2,A-1 Pictures,0
988,1,Bones,1
989,1,Doga Kobo,1
990,1,Shaft,1
991,1,Studio Pierrot,1
992,1,Lerche,1
992,2,P.A. Works,0
993,1,Studio Pierrot,1
993,2,A-1 Pictures,0
994,1,P.A. Works,1
995,1,Lerche,1
995,2,wit Studio,0
996,1,Production I.G,1
997,1,Kyoto Animation,1
997,2,Ufotable,0
998,1,Lerche,1
998,2,wit Studio,0
999,1,A-1 Pictures,1
999,2,Kyoto Animation,0
1000,1,Kinema Citrus,1
1000,2,Kyoto Animation,0
1001,1,Sunrise,1
1001,2,TMS Entertainment,0
1002,1,Lerche,1
1003,1,Trigger,1
1003,2,TMS Entertainment,0
1004,1,J.C.Staff,1
1004,2,Trigger,0
1005,1,TMS Entertainment,1
1006,1,Bones,1
1007,1,Ufotable,1
1008,1,Kinema Citrus,1
1009,1,Silver Link.,1
1009,2,David Production,0
1010,1,Sunrise,1
1011,1,Studio Pierrot,1
1011,2,Doga Kobo,0
1012,1,wit Studio,1
1012,2,TMS Entertainment,0
1013,1,Kinema Citrus,1
1014,1,Trigger,1
1014,2,Toei Animation,0
1015,1,Toei Animation,1
1016,1,Toei Animation,1
1017,1,Silver Link.,1
1017,2,David Production,0
1018,1,Silver Link.,1
1018,2,MAPPA,0
1019,1,Lerche,1
1020,1,White Fox,1
1021,1,Lerche,1
1021,2,Kyoto Animation,0
1022,1,TMS Entertainment,1
1023,1,Shaft,1
1024,1,Production I.G,1
1024,2,Sunrise,0
1025,1,David Production,1
1025,2,CloverWorks,0
1026,1,wit Studio,1
1027,1,Lerche,1
1027,2,Doga Kobo,0
1028,1,Shaft,1
1028,2,Bones,0
1029,1,P.A. Works,1
1029,2,Production I.G,0
1030,1,Kyoto Animation,1
1030,2,Toei Animation,0
1031,1,Studio Pierrot,1
1031,2,Toei Animation,0
1032,1,Lerche,1
1033,1,Bones,1
1033,2,Doga Kobo,0
1034,1,J.C.Staff,1
1035,1,A-1 Pictures,1
1036,1,A-1 Pictures,1
1036,2,wit Studio,0
1037,1,Trigger,1
1038,1,Bones,1
1039,1,P.A. Works,1
1040,1,Sunrise,1
1040,2,Madhouse,0
1041,1,Madhouse,1
1041,2,White Fox,0
1042,1,Doga Kobo,1
1043,1,Sunrise,1
1043,2,Madhouse,0
1044,1,Production I.G,1
1044,2,A-1 Pictures,0
1045,1,Bones,1
1046,1,CloverWorks,1
1047,1,Kinema Citrus,1
1048,1,Bones,1
1049,1,Ufotable,1
1049,2,MAPPA,0
1050,1,Lerche,1
1051,1,Lerche,1
1052,1,Silver Link.,1
1052,2,wit Studio,0
1053,1,Bones,1
1054,1,wit Studio,1
1054,2,CloverWorks,0
1055,1,Bones,1
1056,1,Production I.G,1
1056,2,Madhouse,0
1057,1,TMS Entertainment,1
1058,1,Production I.G,1
1058,2,Kinema Citrus,0
1059,1,TMS Entertainment,1
1060,1,Lerche,1
1061,1,TMS Entertainment,1
1061,2,Trigger,0
1062,1,Shaft,1
1063,1,Kinema Citrus,1
1064,1,Doga Kobo,1
1064,2,P.A. Works,0
1065,1,MAPPA,1
1066,1,Silver Link.,1
1066,2,Trigger,0
1067,1,Trigger,1
1067,2,David Production,0
1068,1,TMS Entertainment,1
1068,2,Lerche,0
1069,1,Silver Link.,1
1069,2,CloverWorks,0
1070,1,Silver Link.,1
1070,2,wit Studio,0
1071,1,Shaft,1
1072,1,Doga Kobo,1
1073,1,J.C.Staff,1
1073,2,White Fox,0
1074,1,Studio Ghibli,1
1074,2,Doga Kobo,0
1075,1,David Production,1
1075,2,White Fox,0
1076,1,Toei Animation,1
1077,1,Lerche,1
1078,1,CloverWorks,1
1078,2,Studio Pierrot,0
1079,1,TMS Entertainment,1
1080,1,Lerche,1
1080,2,Kinema Citrus,0
1081,1,Bones,1
1081,2,TMS Entertainment,0
1082,1,CloverWorks,1
1082,2,Lerche,0
1083,1,Toei Animation,1
1084,1,Lerche,1
1085,1,Trigger,1
1085,2,Sunrise,0
1086,1,David Production,1
1086,2,Doga Kobo,0
1087,1,Sunrise,1
1088,1,Kinema Citrus,1
1088,2,Shaft,0
1089,1,Ufotable,1
1090,1,J.C.Staff,1
1091,1,J.C.Staff,1
1091,2,White Fox,0
1092,1,J.C.Staff,1
1092,2,Trigger,0
1093,1,Studio Pierrot,1
1093,2,Bones,0
1094,1,Lerche,1
1094,2,MAPPA,0
1095,1,Silver Link.,1
1095,2,Bones,0
1096,1,Kyoto Animation,1
1097,1,MAPPA,1
1098,1,A-1 Pictures,1
1099,1,Studio Ghibli,1
1099,2,Trigger,0
1100,1,wit Studio,1
1100,2,P.A. Works,0
1101,1,MAPPA,1
1102,1,wit Studio,1
1103,1,Shaft,1
1104,1,Ufotable,1
1105,1,White Fox,1
1106,1,Ufotable,1
1106,2,Sunrise,0
1107,1,Shaft,1
1107,2,Production I.G,0
1108,1,Trigger,1
1109,1,J.C.Staff,1
1110,1,J.C.Staff,1
1111,1,MAPPA,1
1111,2,Bones,0
1112,1,J.C.Staff,1
1113,1,Production I.G,1
1114,1,Lerche,1
1114,2,Kinema Citrus,0
1115,1,Studio Pierrot,1
1115,2,Studio Ghibli,0
1116,1,Kyoto Animation,1
1116,2,Shaft,0
1117,1,Madhouse,1
1117,2,White Fox,0
1118,1,Studio Pierrot,1
1119,1,Madhouse,1
1120,1,J.C.Staff,1
1120,2,Studio Pierrot,0
1121,1,P.A. Works,1
1122,1,Studio Ghibli,1
1123,1,Sunrise,1
1124,1,Studio Ghibli,1
1125,1,Bones,1
1126,1,Ufotable,1
1127,1,Studio Pierrot,1
1128,1,TMS Entertainment,1
1129,1,Studio Ghibli,1
1129,2,Studio Pierrot,0
1130,1,Studio Pierrot,1
1131,1,Trigger,1
1132,1,Silver Link.,1
1132,2,Toei Animation,0
1133,1,Studio Pierrot,1
1134,1,Silver Link.,1
1134,2,Sunrise,0
1135,1,White Fox,1
1136,1,Shaft,1
1137,1,J.C.Staff,1
1137,2,TMS Entertainment,0
1138,1,White Fox,1
1139,1,Sunrise,1
1139,2,David Production,0
1140,1,Ufotable,1
1140,2,Kinema Citrus,0
1141,1,wit Studio,1
1141,2,Shaft,0
1142,1,Doga Kobo,1
1143,1,Toei Animation,1
1143,2,Silver Link.,0
1144,1,wit Studio,1
1145,1,Sunrise,1
1145,2,A-1 Pictures,0
1146,1,White Fox,1
1147,1,Kinema Citrus,1
1148,1,Kyoto Animation,1
1149,1,J.C.Staff,1
1150,1,P.A. Works,1
1151,1,CloverWorks,1
1152,1,White Fox,1
1152,2,CloverWorks,0
1153,1,Lerche,1
1153,2,Madhouse,0
1154,1,TMS Entertainment,1
1155,1,Shaft,1
1155,2,Sunrise,0
1156,1,CloverWorks,1
1156,2,Lerche,0
1157,1,Shaft,1
1157,2,Studio Ghibli,0
1158,1,A-1 Pictures,1
1158,2,CloverWorks,0
1159,1,J.C.Staff,1
1159,2,Studio Pierrot,0
1160,1,CloverWorks,1
1161,1,Silver Link.,1
1161,2,Kinema Citrus,0
1162,1,Studio Ghibli,1
1162,2,Production I.G,0
1163,1,wit Studio,1
1163,2,Bones,0
1164,1,Production I.G,1
1164,2,Studio Pierrot,0
1165,1,David Production,1
1165,2,Production I.G,0
1166,1,Bones,1
1167,1,Toei Animation,1
1168,1,wit Studio,1
1169,1,A-1 Pictures,1
1169,2,TMS Entertainment,0
1170,1,Bones,1
1170,2,White Fox,0
1171,1,Shaft,1
1171,2,Silver Link.,0
1172,1,P.A. Works,1
1172,2,A-1 Pictures,0
1173,1,Sunrise,1
1173,2,CloverWorks,0
1174,1,Sunrise,1
1175,1,MAPPA,1
1176,1,Shaft,1
1177,1,Studio Ghibli,1
1178,1,TMS Entertainment,1
1179,1,Trigger,1
1179,2,wit Studio,0
1180,1,MAPPA,1
1181,1,Doga Kobo,1
1181,2,Toei Animation,0
1182,1,Production I.G,1
1183,1,Ufotable,1
1183,2,wit Studio,0
1184,1,Studio Pierrot,1
1185,1,Madhouse,1
1185,2,P.A. Works,0
1186,1,Kinema Citrus,1
1186,2,Production I.G,0
1187,1,TMS Entertainment,1
1187,2,A-1 Pictures,0
1188,1,Kinema Citrus,1
1188,2,White Fox,0
1189,1,Ufotable,1
1190,1,David Production,1
1191,1,A-1 Pictures,1
1191,2,P.A. Works,0
1192,1,Ufotable,1
1192,2,Production I.G,0
1193,1,Madhouse,1
1194,1,Studio Ghibli,1
1194,2,A-1 Pictures,0
1195,1,MAPPA,1
1195,2,Trigger,0
1196,1,Madhouse,1
1196,2,Studio Ghibli,0
1197,1,Doga Kobo,1
1198,1,Studio Ghibli,1
1199,1,P.A. Works,1
1199,2,Doga Kobo,0
1200,1,Silver Link.,1
1200,2,Ufotable,0
1201,1,Studio Ghibli,1
1202,1,Lerche,1
1203,1,TMS Entertainment,1
1204,1,Ufotable,1
1204,2,Bones,0
1205,1,Trigger,1
1205,2,Madhouse,0
1206,1,Lerche,1
1207,1,Sunrise,1
1207,2,Toei Animation,0
1208,1,Lerche,1
1209,1,Sunrise,1
1210,1,MAPPA,1
1211,1,Bones,1
1212,1,Sunrise,1
1213,1,Kinema Citrus,1
1214,1,Silver Link.,1
1214,2,David Production,0
1215,1,Doga Kobo,1
1215,2,Production I.G,0
1216,1,Doga Kobo,1
1217,1,Toei Animation,1
1218,1,Madhouse,1
1219,1,Kinema Citrus,1
1220,1,Studio Ghibli,1
1220,2,Ufotable,0
1221,1,CloverWorks,1
1221,2,Doga Kobo,0
1222,1,Kyoto Animation,1
1223,1,Toei Animation,1
1224,1,CloverWorks,1
1224,2,Kyoto Animation,0
1225,1,Production I.G,1
1225,2,TMS Entertainment,0
1226,1,Trigger,1
1227,1,Bones,1
1227,2,Production I.G,0
1228,1,Toei Animation,1
1229,1,David Production,1
1229,2,White Fox,0
1230,1,Production I.G,1
1230,2,Toei Animation,0
1231,1,Silver Link.,1
1231,2,CloverWorks,0
1232,1,A-1 Pictures,1
1233,1,Studio Ghibli,1
1234,1,Production I.G,1
1235,1,A-1 Pictures,1
1235,2,Lerche,0
1236,1,Studio Ghibli,1
1236,2,Production I.G,0
1237,1,Sunrise,1
1238,1,wit Studio,1
1239,1,Madhouse,1
1240,1,Bones,1
1240,2,Ufotable,0
1241,1,Ufotable,1
1242,1,Trigger,1
1243,1,Production I.G,1
1244,1,CloverWorks,1
1244,2,Shaft,0
1245,1,P.A. Works,1
1246,1,Bones,1
1246,2,White Fox,0
1247,1,Bones,1
1247,2,Trigger,0
1248,1,Lerche,1
1248,2,CloverWorks,0
1249,1,White Fox,1
1250,1,Silver Link.,1
1251,1,TMS Entertainment,1
1252,1,P.A. Works,1
1253,1,Shaft,1
1253,2,Bones,0
1254,1,White Fox,1
1255,1,Madhouse,1
1256,1,P.A. Works,1
1257,1,Kyoto Animation,1
1257,2,CloverWorks,0
1258,1,Silver Link.,1
1259,1,Silver Link.,1
1259,2,Studio Ghibli,0
1260,1,Doga Kobo,1
1260,2,MAPPA,0
1261,1,David Production,1
1261,2,Bones,0
1262,1,Bones,1
1262,2,Silver Link.,0
1263,1,David Production,1
1263,2,Kyoto Animation,0
1264,1,Studio Pierrot,1
1265,1,Madhouse,1
1266,1,Production I.G,1
1267,1,Sunrise,1
1267,2,Trigger,0
1268,1,Bones,1
1268,2,Toei Animation,0
1269,1,MAPPA,1
1269,2,J.C.Staff,0
1270,1,P.A. Works,1
1270,2,Production I.G,0
1271,1,wit Studio,1
1272,1,David Production,1
1272,2,J.C.Staff,0
1273,1,Sunrise,1
1274,1,TMS Entertainment,1
1274,2,Production I.G,0
1275,1,Bones,1
1276,1,Toei Animation,1
1277,1,White Fox,1
1277,2,P.A. Works,0
1278,1,Production I.G,1
1278,2,Lerche,0
1279,1,Bones,1
1280,1,Kinema Citrus,1
1280,2,Madhouse,0
1281,1,P.A. Works,1
1281,2,Ufotable,0
1282,1,J.C.Staff,1
1282,2,Sunrise,0
1283,1,Kyoto Animation,1
1284,1,Sunrise,1
1285,1,TMS Entertainment,1
1285,2,Bones,0
1286,1,Production I.G,1
1287,1,Lerche,1
1287,2,P.A. Works,0
1288,1,Toei Animation,1
1288,2,wit Studio,0
1289,1,P.A. Works,1
1290,1,Trigger,1
1290,2,TMS Entertainment,0
1291,1,Madhouse,1
1292,1,David Production,1
1292,2,MAPPA,0
1293,1,Sunrise,1
1294,1,Toei Animation,1
1295,1,TMS Entertainment,1
1296,1,Trigger,1
1297,1,Lerche,1
1298,1,Kinema Citrus,1
1299,1,Studio Pierrot,1
1299,2,Sunrise,0
1300,1,Studio Ghibli,1
1301,1,Sunrise,1
1302,1,Ufotable,1
1303,1,J.C.Staff,1
1303,2,Doga Kobo,0
1304,1,White Fox,1
1304,2,Sunrise,0
1305,1,Trigger,1
1306,1,Studio Pierrot,1
1306,2,TMS Entertainment,0
1307,1,A-1 Pictures,1
1308,1,J.C.Staff,1
1309,1,Sunrise,1
1310,1,Trigger,1
1311,1,White Fox,1
1311,2,Kyoto Animation,0
1312,1,David Production,1
1312,2,Sunrise,0
1313,1,MAPPA,1
1313,2,A-1 Pictures,0
1314,1,Production I.G,1
1314,2,Studio Pierrot,0
1315,1,Studio Ghibli,1
1315,2,Sunrise,0
1316,1,Trigger,1
1317,1,Toei Animation,1
1318,1,P.A. Works,1
1318,2,Lerche,0
1319,1,Madhouse,1
1320,1,White Fox,1
1320,2,Kyoto Animation,0
1321,1,Madhouse,1
1322,1,P.A. Works,1
1323,1,Kyoto Animation,1
1323,2,Sunrise,0
1324,1,wit Studio,1
1325,1,David Production,1
1326,1,CloverWorks,1
1326,2,White Fox,0
1327,1,Lerche,1
1328,1,A-1 Pictures,1
1328,2,David Production,0
1329,1,Silver Link.,1
1330,1,Toei Animation,1
1330,2,Studio Ghibli,0
1331,1,David Production,1
1332,1,Silver Link.,1
1332,2,Sunrise,0
1333,1,Toei Animation,1
1333,2,White Fox,0
1334,1,Silver Link.,1
1335,1,P.A. Works,1
1336,1,Kyoto Animation,1
1336,2,CloverWorks,0
1337,1,Doga Kobo,1
1338,1,CloverWorks,1
1338,2,Bones,0
1339,1,Trigger,1
1340,1,Toei Animation,1
1340,2,Madhouse,0
1341,1,Production I.G,1
1342,1,Studio Ghibli,1
1342,2,Studio Pierrot,0
1343,1,J.C.Staff,1
1344,1,A-1 Pictures,1
1344,2,Kyoto Animation,0
1345,1,Kinema Citrus,1
1346,1,A-1 Pictures,1
1347,1,A-1 Pictures,1
1348,1,Madhouse,1
1349,1,Production I.G,1
1350,1,Shaft,1
1351,1,Studio Pierrot,1
1351,2,P.A. Works,0
1352,1,Doga Kobo,1
1353,1,Sunrise,1
1353,2,Madhouse,0
1354,1,White Fox,1
1355,1,wit Studio,1
1355,2,P.A. Works,0
1356,1,Production I.G,1
1357,1,Toei Animation,1
1357,2,Production I.G,0
1358,1,Production I.G,1
1359,1,wit Studio,1
1360,1,Production I.G,1
1360,2,Kyoto Animation,0
1361,1,Silver Link.,1
1362,1,Kyoto Animation,1
1363,1,wit Studio,1
1363,2,A-1 Pictures,0
1364,1,Sunrise,1
1364,2,Kyoto Animation,0
1365,1,Sunrise,1
1366,1,Bones,1
1367,1,Shaft,1
1367,2,A-1 Pictures,0
1368,1,Studio Ghibli,1
1369,1,Lerche,1
1369,2,Sunrise,0
1370,1,CloverWorks,1
1370,2,TMS Entertainment,0
1371,1,Doga Kobo,1
1371,2,MAPPA,0
1372,1,Ufotable,1
1373,1,Studio Pierrot,1
1373,2,Trigger,0
1374,1,Bones,1
1375,1,Silver Link.,1
1376,1,MAPPA,1
1376,2,CloverWorks,0
1377,1,David Production,1
1377,2,White Fox,0
1378,1,David Production,1
1379,1,TMS Entertainment,1
1379,2,Trigger,0
1380,1,Kinema Citrus,1
1381,1,White Fox,1
1381,2,TMS Entertainment,0
1382,1,Studio Pierrot,1
1383,1,Kinema Citrus,1
1383,2,J.C.Staff,0
1384,1,Madhouse,1
1385,1,Sunrise,1
1385,2,Bones,0
1386,1,Trigger,1
1386,2,Silver Link.,0
1387,1,David Production,1
1387,2,Studio Pierrot,0
1388,1,White Fox,1
1388,2,Studio Ghibli,0
1389,1,Trigger,1
1390,1,Doga Kobo,1
1391,1,TMS Entertainment,1
1391,2,Trigger,0
1392,1,White Fox,1
1393,1,CloverWorks,1
1393,2,Lerche,0
1394,1,Toei Animation,1
1395,1,J.C.Staff,1
1395,2,MAPPA,0
1396,1,David Production,1
1397,1,P.A. Works,1
1397,2,MAPPA,0
1398,1,Shaft,1
1398,2,TMS Entertainment,0
1399,1,Studio Ghibli,1
1400,1,Lerche,1
1401,1,Studio Pierrot,1
1401,2,Sunrise,0
1402,1,Shaft,1
1403,1,CloverWorks,1
1403,2,Lerche,0
1404,1,Lerche,1
1404,2,Kyoto Animation,0
1405,1,David Production,1
1405,2,Kinema Citrus,0
1406,1,Ufotable,1
1406,2,Bones,0
1407,1,Kyoto Animation,1
1407,2,Lerche,0
1408,1,Silver Link.,1
1409,1,J.C.Staff,1
1410,1,J.C.Staff,1
1410,2,Doga Kobo,0
1411,1,J.C.Staff,1
1412,1,Trigger,1
1412,2,Sunrise,0
1413,1,Studio Ghibli,1
1413,2,J.C.Staff,0
1414,1,Silver Link.,1
1415,1,Shaft,1
1416,1,P.A. Works,1
1416,2,TMS Entertainment,0
1417,1,Kinema Citrus,1
1418,1,Lerche,1
1419,1,J.C.Staff,1
1420,1,White Fox,1
1420,2,wit Studio,0
1421,1,J.C.Staff,1
1422,1,A-1 Pictures,1
1422,2,Toei Animation,0
1423,1,Kyoto Animation,1
1423,2,Toei Animation,0
1424,1,Studio Ghibli,1
1425,1,wit Studio,1
1425,2,Production I.G,0
1426,1,Lerche,1
1427,1,Sunrise,1
1427,2,wit Studio,0
1428,1,Shaft,1
1428,2,Silver Link.,0
1429,1,Silver Link.,1
1430,1,Silver Link.,1
1431,1,White Fox,1
1431,2,Kinema Citrus,0
1432,1,CloverWorks,1
1432,2,Shaft,0
1433,1,Sunrise,1
1433,2,Studio Pierrot,0
1434,1,Toei Animation,1
1435,1,Madhouse,1
1435,2,Production I.G,0
1436,1,White Fox,1
1436,2,Madhouse,0
1437,1,Toei Animation,1
1437,2,Silver Link.,0
1438,1,A-1 Pictures,1
1438,2,CloverWorks,0
1439,1,Bones,1
1439,2,Studio Ghibli,0
1440,1,TMS Entertainment,1
1441,1,David Production,1
1442,1,A-1 Pictures,1
1443,1,Doga Kobo,1
1443,2,Silver Link.,0
1444,1,J.C.Staff,1
1444,2,Bones,0
1445,1,David Production,1
1445,2,Bones,0
1446,1,Sunrise,1
1447,1,Silver Link.,1
1448,1,Studio Ghibli,1
1449,1,Production I.G,1
1449,2,Lerche,0
1450,1,Shaft,1
1450,2,P.A. Works,0
1451,1,Madhouse,1
1451,2,wit Studio,0
1452,1,Sunrise,1
1453,1,Kinema Citrus,1
1453,2,White Fox,0
1454,1,P.A. Works,1
1455,1,Madhouse,1
